Año Censal,Entidad,Municipio,Edad mediana,Grado promedio de escolaridad de la población de 15 y más años,Hogares censales,Población de 5 años y más que asiste a la escuela,Población derechohabiente a servicios de salud,Población en hogares censales,Población en hogares familiares,Población en hogares no familiares,Población total,Porcentaje de población de 15 a 29 años,Porcentaje de población de 60 y más años,Promedio de ocupantes en viviendas particulares habitadas,Tamaño promedio de los hogares censales,Total de viviendas particulares habitadas,Viviendas particulares habitadas,Viviendas particulares habitadas que disponen de agua de la red pública en el ámbito de la vivienda,Viviendas particulares habitadas que disponen de computadora,Viviendas particulares habitadas que disponen de drenaje,Viviendas particulares habitadas que disponen de energía eléctrica,Viviendas particulares habitadas que disponen de excusado o sanitario,Viviendas particulares habitadas que disponen de lavadora,UE Unidades económicas,H010A Personal remunerado total,J000A Total de remuneraciones (millones de pesos),K000A Total de gastos por consumo de bienes y servicios (millones de pesos),M000A Total de ingresos por suministro de bienes y servicios (millones de pesos),A111A Producción bruta total (millones de pesos),A121A Consumo intermedio (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),A211A Inversión total (millones de pesos),A800A Total de ingresos (millones de pesos),A700A Total de gastos (millones de pesos),UE Sector 62 Servicios de salud y de asistencia social,UE Subsector 621 Servicios médicos de consulta externa y servicios relacionados,UE Subsector 622 Hospitales,UE Subsector 623 Residencias de asistencia social y para el cuidado de la salud,total_area,Prod_Bruta_Per_Capita,%_Pob_Derechohabiente,Densidad_Poblacional
2024,sinaloa,concordia,34.4,9.346686110655966,7163.6,5997.6,21503.6,23367.0,22171.0,1196.8,23461.4,19.58608940118072,19.29254990160244,3.2658640776699017,3.2651563192904622,7163.2,7144.0,7397.8,1951.8000000000002,6970.4,7172.0,6961.4,5203.2,226.4,659.2,64.3308,1846.6931999999997,2179.3786000000005,427.6773999999999,82.26540000000001,345.41200000000003,26.2566,2193.2147999999997,1905.8573999999999,17.6,10.6,0.0,0.0,2143745200.454844,18228.980367752985,91.65522944069832,0.010944117796752214
2003,sinaloa,cosala,19.2,5.699999999999999,3499.6,5521.4,9616.6,17229.8,16984.0,244.2,17595.4,27.04,8.62,4.98,4.9239999999999995,3505.6,3473.6,2708.2,90.19999999999999,2056.2,3017.4,2392.4,1395.4,148.0,98.0,3.529,86.148,101.657,21.407,7.101,14.306,-1.571,101.659,88.381,8.0,8.0,0.0,0.0,2149040857.2400637,1216.6247996635484,54.6540573104334,0.008187559552775161
2008,sinaloa,cosala,21.2,6.394,3632.8,5262.0,13433.2,16843.4,16566.0,271.4,17143.4,27.04,9.459999999999999,4.66,4.636,3640.4,3621.6,2668.8,245.60000000000002,2567.0,3402.4,2698.6,1975.4,181.0,87.0,4.279,126.36,151.954,35.661,8.93,26.731,4.08,152.612,128.735,11.0,10.0,0.0,0.0,2149040857.2400637,2080.1591282942704,78.3578520013533,0.007977233165318532
2013,sinaloa,cosala,23.2,6.98180349195481,3817.0,4970.6,14053.6,16601.9,16260.9,334.0,16791.5,25.88967317187868,10.60965671290855,4.362380038387716,4.361499760421658,3818.4,3811.3,2901.9,421.0,2999.7,3741.0,3089.1,2402.1,203.0,180.0,11.747,192.368,253.112,76.175,12.552,63.623,3.013,253.778,194.717,15.0,14.0,0.0,0.0,2149040857.2400637,4536.521454307239,83.69472649852604,0.007813485696853955
2018,sinaloa,cosala,25.2,7.634809311879495,4072.0,4901.6,14369.6,16783.4,16352.4,429.0,16949.0,24.372461791676482,12.1257512344228,4.133013435700576,4.130666027791088,4072.4,4056.8,3628.4,586.0,3534.2,4026.0,3632.6,2770.6,188.0,185.0,13.052,146.854,195.679,60.639,12.804,47.835,0.868,203.062,149.595,16.0,14.0,0.0,0.0,2149040857.2400637,3577.7331995987965,84.7814030326273,0.007886774205757539
2024,sinaloa,cosala,27.6,8.418416295789118,4378.0,4818.8,14748.8,17001.2,16462.2,543.0,17138.0,22.55180813543384,13.9450646602399,3.857773512476008,3.853665548634404,4377.2,4351.4,4500.200000000001,784.0,4175.6,4368.0,4284.8,3212.8,170.0,191.0,14.617999999999999,92.23720000000003,126.7594,41.99580000000001,13.1064,28.889400000000002,-1.7060000000000004,142.20280000000002,95.44859999999997,17.2,14.0,0.0,0.0,2149040857.2400637,2450.4492939666243,86.05905006418485,0.007974720416441835
2003,sinaloa,culiacan,23.2,9.040000000000001,180754.0,230132.2,488191.6,750915.4,736321.0,14077.8,774452.8,29.08,6.96,4.22,4.164,182887.8,178080.6,162894.2,32391.4,158675.6,174421.0,165283.4,122791.4,9190.0,28738.0,1391.805,18182.663,21569.723,5836.13,2236.264,3599.866,478.899,21638.536,18379.932,1272.0,1109.0,8.0,6.0,6238983879.467089,7535.811091392528,63.036972685746626,0.12413123915078154
2008,sinaloa,culiacan,25.2,9.718,206216.0,242745.8,585794.4,812987.8,794255.2,18163.8,832674.8,27.84,7.82,3.9739999999999998,3.95,209530.4,205334.8,193631.8,71220.8,195042.2,202426.6,196368.2,158327.2,10745.0,27717.0,1583.594,30690.765,34303.236,7896.146,4311.815,3584.331,1957.734,34535.573,31081.855,1605.0,1270.0,20.0,15.0,6238983879.467089,9482.868942353005,70.35092211269033,0.13346320748485793
2013,sinaloa,culiacan,26.9,10.26983672313228,237226.9,257443.2,681250.4,891414.4,865311.8,25133.5,902105.6,27.088459072626332,9.01573904675004,3.779617694118317,3.779303828218505,238594.7,233827.3,228642.7,104339.5,229525.7,235253.4,231462.2,190127.0,11987.0,23941.0,1439.0,38425.686,44450.828,10887.506,4729.664,6157.842,671.14,44813.32,38856.876,2028.0,1634.0,13.0,17.0,6238983879.467089,12068.99280971097,75.51781077514651,0.14459175042411787
2018,sinaloa,culiacan,28.4,10.83623126168608,268898.4,272700.2,764594.4,962833.4,927634.8,33651.0,974551.6,26.23589086033688,10.54197079133344,3.5956471843155122,3.59481020858268,269289.2,259832.8,264042.2,128062.0,263840.2,267347.4,264964.2,219582.0,13266.0,32355.0,3439.777,56677.349,67807.681,19194.209,8085.121,11109.088,441.858,68778.228,57659.594,2353.0,1966.0,13.0,35.0,6238983879.467089,19695.4260810818,78.45602018405184,0.15620357718943853
2024,sinaloa,culiacan,30.2,11.515904707950641,306904.2,291008.6,864607.2,1048536.2,1002422.4,43872.0,1061486.8,25.212809005589538,12.373448884833522,3.374882572552146,3.37341786501969,306122.6,291039.4,306521.6,156529.0,305017.6,305860.2,305166.6,254928.0,14800.8,42451.8,5840.7094,78579.34460000001,95835.9046,29162.2526,12111.669399999999,17050.5832,166.71960000000007,97536.11760000001,80222.8556,2743.0,2364.4,13.0,56.6,6238983879.467089,27473.024252397674,81.45246836795333,0.17013776930782332
2003,sinaloa,el fuerte,24.2,6.92,20967.4,24724.6,49538.6,89155.6,87552.8,1548.6,91357.0,26.52,10.379999999999999,4.32,4.2540000000000004,21027.2,20544.4,17676.4,900.5999999999999,10908.2,19601.6,18614.6,8584.4,710.0,501.0,15.575,324.919,408.078,108.43,21.579,86.851,4.934,408.242,325.521,35.0,33.0,0.0,0.0,4133798767.0559177,1186.8822312466477,54.225291986383084,0.02210001142969624
2008,sinaloa,el fuerte,26.2,7.542,22913.6,25656.4,65654.4,93944.4,91916.0,1954.0,95555.6,25.76,11.58,4.122,4.102,23106.2,22781.2,19388.8,2631.6,14647.0,22135.4,20960.8,12048.8,783.0,699.0,31.646,665.23,770.263,180.694,71.064,109.63,6.82,777.132,669.179,59.0,49.0,0.0,0.0,4133798767.0559177,1890.9828414033295,68.7080610660181,0.023115687382154426
2013,sinaloa,el fuerte,27.9,8.108209903538757,24655.9,25698.7,74076.1,96812.9,94254.1,2502.2,97253.1,24.954045725646132,12.96469184890655,3.9381378268097333,3.937927884071096,24677.6,24608.5,21604.8,3949.7,17720.7,24070.1,22906.8,13968.6,818.0,670.0,35.35,897.845,1089.498,335.475,124.365,211.11,26.528,1099.717,903.214,56.0,42.0,2.0,0.0,4133798767.0559177,3449.5044373906844,76.16836892602909,0.0235263266260209
2018,sinaloa,el fuerte,29.4,8.671893076103352,25972.4,24903.2,74559.6,96364.4,93177.6,3159.2,96781.6,23.87745526838968,14.739178263750802,3.718367538159288,3.717807690856256,25978.6,25846.0,24272.8,4699.2,20730.2,25468.6,24574.8,15129.6,840.0,774.0,57.078,1586.312,2003.816,558.958,153.882,405.076,47.234,2041.812,1604.215,64.0,49.0,2.0,0.0,4133798767.0559177,5775.457318333237,77.03902394670061,0.023412266889064764
2024,sinaloa,el fuerte,31.2,9.348312883180865,27552.2,23948.6,75139.8,95826.2,91885.8,3947.6000000000004,96215.8,22.58554671968194,16.868561961563902,3.454643191778754,3.453663458998448,27539.8,27331.0,27474.4,5598.6,24341.6,27146.8,26576.4,16522.8,866.4,898.8,83.1516,2412.4723999999997,3100.9975999999997,827.1375999999999,189.30240000000003,637.8352,72.0812,3172.3259999999996,2445.4161999999997,73.6,57.4,2.0,0.0,4133798767.0559177,8596.69201939806,78.09507378206074,0.023275395204717397
2003,sinaloa,elota,19.8,5.859999999999999,10856.8,11875.4,26491.2,46981.4,45680.2,1277.8,47665.6,29.0,7.02,4.46,4.326,10765.0,10595.4,8153.6,370.0,6594.4,10256.0,7543.0,4689.4,316.0,428.0,18.816,269.211,340.555,99.736,25.999,73.737,3.795,340.767,271.293,34.0,34.0,0.0,0.0,1625625172.660592,2092.410459534759,55.57718774126415,0.029321396347466572
2008,sinaloa,elota,22.2,6.9,10498.2,11997.8,30228.8,43865.8,42694.0,1141.8,44329.0,27.66,8.6,4.21,4.174,10544.4,10437.8,8735.2,1006.0,8149.4,10231.6,8875.6,6189.0,365.0,554.0,20.722,473.059,564.711,149.571,52.521,97.05,8.052,571.958,476.185,33.0,29.0,0.0,0.0,1625625172.660592,3374.111755284351,68.19192853436802,0.027268893681960275
2013,sinaloa,elota,23.6,7.500395465802037,10865.2,12446.6,36934.5,44111.7,42938.9,1132.8,46636.6,27.104047416677208,9.407068737906215,4.067957467853612,4.067065279947382,10870.1,10792.9,9797.0,1657.5,9317.1,10700.4,9893.2,7165.0,469.0,652.0,36.833,723.072,913.52,270.052,78.045,192.007,14.25,926.102,727.118,40.0,37.0,0.0,0.0,1625625172.660592,5790.559346092983,79.19638224055785,0.028688409102125213
2018,sinaloa,elota,24.6,7.834387908805432,11792.2,13282.6,44352.0,46256.2,44850.4,1365.8,52852.6,27.44412644447256,9.75218330108324,3.931219914276296,3.928840746526352,11793.6,11599.4,11332.0,2230.0,10930.6,11644.4,11155.2,8005.0,459.0,657.0,53.687,1643.774,2002.035,531.196,167.989,363.207,15.666,2052.928,1658.755,42.0,39.0,0.0,1.0,1625625172.660592,10050.517855318376,83.91640146369338,0.03251216878826894
2024,sinaloa,elota,25.8,8.235178840409507,12904.6,14285.8,53253.0,48829.6,47144.2,1645.4,60311.8,27.85222127782698,10.16632077689567,3.7671348499835178,3.762971306421116,12901.8,12567.2,13174.0,2917.0,12866.8,12777.2,12669.6,9013.0,447.0,663.0,73.9118,2748.6164,3308.253,844.5688,275.9218,568.6469999999999,17.3652,3405.1192,2776.7194,44.4,41.4,0.0,2.2,1625625172.660592,14003.375790475495,88.29615431806047,0.037100680411641405
2003,sinaloa,escuinapa,23.2,7.58,11849.8,15141.8,24196.2,49317.4,48266.2,1042.8,49968.2,24.84,9.6,4.18,4.16,11840.6,11687.6,9595.0,614.6,9457.4,11339.6,10308.2,7142.8,651.0,633.0,21.675,350.299,441.778,124.541,37.485,87.056,-3.331,442.926,353.109,29.0,25.0,1.0,0.0,1538058052.6502266,2492.4051696879214,48.42319715338956,0.03248785045135314
2008,sinaloa,escuinapa,24.6,8.200000000000001,12728.6,15183.2,36876.8,51576.6,50301.4,1237.8,52340.6,25.54,10.68,4.058,4.05,12878.4,12665.8,9112.6,1735.6,11176.2,12427.4,11632.0,8560.8,811.0,623.0,19.633,549.171,643.514,154.556,68.766,85.79,8.602,649.954,551.872,67.0,50.0,6.0,1.0,1538058052.6502266,2952.88934402739,70.4554399452815,0.03403031498701363
2013,sinaloa,escuinapa,25.9,8.629469185164758,14150.3,15292.7,44169.6,55334.5,53688.8,1595.0,55888.1,25.82567973311093,11.772894078398659,3.9247267847226524,3.924013900848814,14295.2,14137.4,10569.4,2806.7,12955.3,13927.1,13330.9,9707.5,1015.0,664.0,36.767,807.184,967.37,289.114,127.88,161.234,39.593,989.915,829.447,75.0,64.0,0.0,0.0,1538058052.6502266,5173.086936217192,79.03220900334776,0.036336794897760365
2018,sinaloa,escuinapa,27.4,9.011917827106023,15655.8,15277.2,48075.6,58507.0,56411.8,2055.0,58816.6,25.03514595496248,13.061050875729759,3.749271425927072,3.7473704022635044,15697.2,15621.4,14113.4,3611.2,14885.8,15420.6,15012.4,10560.0,1112.0,943.0,71.757,2109.346,2645.882,831.825,290.879,540.946,24.442,2691.772,2151.627,84.0,72.0,0.0,0.0,1538058052.6502266,14142.69100900086,81.73814875392321,0.038240819258189354
2024,sinaloa,escuinapa,29.2,9.470856197435541,17462.4,15258.6,52762.8,62314.0,59679.4,2607.0,62330.8,24.086505421184338,14.60683903252708,3.5387249953723763,3.5353982039611322,17379.6,17402.2,18366.199999999997,4576.6,17202.4,17212.8,17030.2,11583.0,1228.4,1277.8,113.745,3671.9404000000004,4660.0964,1483.0782000000002,486.4778,996.6003999999999,6.260799999999996,4734.0004,3738.243,94.8,81.6,0.0,0.0,1538058052.6502266,23793.665411000664,84.6496435149236,0.04052564849070414
2003,sinaloa,guasave,23.8,7.64,63673.6,79057.6,154873.6,269137.6,265023.8,4057.0,273116.8,26.62,8.58,4.32,4.228,63248.8,62365.6,50524.2,5029.0,46458.6,61407.6,57168.2,37983.4,2991.0,5146.0,197.363,3564.893,4458.144,1173.851,256.311,917.54,40.87,4471.857,3606.774,280.0,246.0,7.0,0.0,2909757039.10114,4297.981669381013,56.70599538366004,0.09386240718034972
2008,sinaloa,guasave,25.6,8.33,68041.8,81265.4,194661.8,276989.8,272059.4,4834.2,279651.2,25.76,10.02,4.104,4.072,68275.0,67685.0,56170.4,12658.8,58178.2,67009.6,63623.6,47057.2,3633.0,4384.0,204.723,5178.365,5942.191,1319.761,542.423,777.338,68.788,5973.051,5229.287,333.0,259.0,11.0,1.0,2909757039.10114,4719.311056058404,69.6087840853177,0.09610809295829996
2013,sinaloa,guasave,27.5,8.866929232205113,72815.5,79899.7,218232.5,285115.3,278717.2,6289.3,286949.4,25.26620919212064,11.760932104675561,3.924240398347937,3.9238276632346523,72870.1,72735.7,63955.2,17983.7,66282.9,72137.8,69553.0,52821.2,3590.0,4690.0,269.579,6074.354,7234.946,1891.785,627.107,1264.678,181.408,7296.609,6136.999,364.0,293.0,5.0,0.0,2909757039.10114,6592.747710920461,76.05260718440255,0.09861627487930821
2018,sinaloa,guasave,30.0,9.395144619213632,76443.0,76244.2,226615.0,284695.8,276604.2,8019.8,288678.4,24.37655784565504,13.86248561246816,3.731307728927832,3.7302071019590723,76458.6,76230.2,72757.2,20723.2,72289.4,75820.8,74208.0,57163.2,4223.0,5389.0,405.846,9586.45,11907.669,3499.508,1136.994,2362.514,112.212,12102.634,9779.808,438.0,372.0,5.0,2.0,2909757039.10114,12122.514188799716,78.50085077373298,0.09921048256633012
2024,sinaloa,guasave,33.0,10.029003083623856,80796.0,71857.6,236674.0,284192.4,274068.6,10096.400000000001,290753.2,23.30897622989632,16.38434982181928,3.499788525623706,3.4978624284283764,80764.8,80423.6,83319.6,24010.6,79497.2,80240.4,79794.0,62373.6,4982.6,6227.8,569.3664,13800.9652,17514.9366,5428.775599999999,1748.8583999999998,3679.9172,29.176800000000014,17869.864,14151.178800000002,526.8,466.8,5.0,4.4,2909757039.10114,18671.421673089062,81.40030788999054,0.09992353179075641
2003,sinaloa,mazatlan,25.2,9.08,101357.4,114158.6,250988.4,384200.6,374121.0,9881.4,394536.4,27.22,7.9399999999999995,3.88,3.7960000000000003,101840.0,99578.0,94694.0,18584.2,92755.4,98082.0,94920.6,73775.6,5536.0,10288.0,464.012,7530.012,9136.512,2422.224,726.729,1695.495,162.36,9198.565,7619.673,687.0,596.0,18.0,4.0,2505120969.568957,6139.418314761325,63.61603137251721,0.1574919553956254
2008,sinaloa,mazatlan,26.6,9.664,115249.8,119792.0,301247.8,416613.4,403033.4,13207.6,424615.6,26.38,9.1,3.656,3.616,116265.8,114604.6,109458.8,38394.2,110295.2,113287.4,110813.8,88324.0,6843.0,9286.0,475.638,12555.433,14274.023,3280.653,1560.473,1720.18,220.689,14370.275,12693.241,830.0,641.0,21.0,10.0,2505120969.568957,7726.171624405698,70.94600386796905,0.16949904022920753
2013,sinaloa,mazatlan,28.2,10.13805953649924,131254.7,123974.0,348461.9,454008.8,436017.2,17620.4,457336.1,25.857084801953242,10.627990150023649,3.471088603613345,3.470751864158447,131533.3,130299.5,126611.6,54435.7,127772.4,130233.7,128585.0,101888.9,7394.0,11192.0,620.494,19185.667,22236.3,5386.61,2090.27,3296.34,553.424,22374.974,19506.76,1080.0,842.0,16.0,11.0,2505120969.568957,11778.230496127466,76.19383206355239,0.18256048532406458
2018,sinaloa,mazatlan,30.2,10.634825430664641,146704.2,127614.0,386223.4,485991.8,463254.2,22554.4,488839.6,25.11889280520864,12.507973733396401,3.3229029429689203,3.322004971089192,146783.8,144157.0,144367.6,65650.2,144556.4,145798.2,144945.0,114990.4,7926.0,13030.0,946.834,26118.496,33527.718,10820.412,3480.514,7339.898,342.182,33933.499,26624.19,1286.0,1052.0,17.0,31.0,2505120969.568957,22134.89250870838,79.00820637280614,0.19513612553573095
2024,sinaloa,mazatlan,32.6,11.230944503663121,165243.6,131982.0,431537.2,524371.4,495938.6,28475.199999999997,526643.8,24.23306240911512,14.7639540334437,3.1450801501956103,3.143508699406086,165084.4,160786.0,165674.8,79107.6,164697.2,164475.6,164577.0,130712.20000000001,8564.4,15235.6,1338.442,34437.890799999994,47077.4196,17340.974400000003,5148.8068,12192.1676,88.69160000000011,47803.72900000001,35165.106,1533.2,1304.0,18.2,55.0,2505120969.568957,32927.33038915488,81.94100072952534,0.2102268937897306
2003,sinaloa,mocorito,25.4,5.9799999999999995,10958.6,12314.2,21902.0,45595.4,44619.2,963.0,46563.0,24.96,12.96,4.26,4.158,10915.6,10803.6,7396.4,358.79999999999995,7454.4,10360.8,8483.4,5602.0,239.0,126.0,4.09,104.037,127.128,30.222,6.485,23.737,1.318,127.235,105.102,24.0,23.0,0.0,0.0,2772950372.2002506,649.0561175182012,47.037347249962416,0.01679186200619007
2008,sinaloa,mocorito,28.2,6.654,11344.2,11892.0,32496.4,44796.8,43644.6,1133.0,45195.0,23.84,14.959999999999999,3.992,3.948,11337.8,11277.4,7309.2,992.0,9096.2,11067.0,9596.0,7214.0,260.0,285.0,13.692,238.628,281.451,66.338,20.467,45.871,3.535,283.625,241.109,21.0,19.0,0.0,0.0,2772950372.2002506,1467.817236419958,71.90264409779843,0.016298524651971742
2013,sinaloa,mocorito,30.5,7.203113859442481,11641.6,11215.1,35918.2,44117.3,42762.8,1336.6,44200.3,22.58796718141934,17.050431549463347,3.788834746495934,3.787850867351342,11645.8,11569.3,8241.1,1438.8,9956.0,11480.5,10432.3,8130.1,263.0,236.0,14.056,329.224,383.968,85.977,29.257,56.72,4.625,386.781,336.207,22.0,20.0,0.0,0.0,2772950372.2002506,1945.1677929787807,81.26234437322822,0.015939809252672788
2018,sinaloa,mocorito,33.0,7.724970291846616,11602.6,10023.6,34945.2,41402.8,39825.8,1562.6,41455.8,20.90124581711824,19.467817465235598,3.570225990655824,3.567602312936912,11603.8,11409.8,10219.6,1636.8,10571.0,11473.0,10822.8,8603.6,274.0,333.0,26.656,715.047,844.639,201.232,71.801,129.431,16.191,861.306,732.382,24.0,21.0,0.0,0.0,2772950372.2002506,4854.133800336744,84.29508054361511,0.014950069217108312
2024,sinaloa,mocorito,36.0,8.35119801073158,11555.8,8593.8,33777.6,38145.4,36301.4,1833.8000000000002,38162.4,18.877180179956923,22.368680564162297,3.307895483647692,3.303304047639596,11553.4,11218.4,12593.8,1874.4,11309.0,11464.0,11291.4,9171.8,287.2,449.4,41.775999999999996,1178.0346,1397.4442,339.538,122.85379999999999,216.68420000000003,30.070199999999996,1430.7359999999999,1207.792,26.4,22.2,0.0,0.0,2772950372.2002506,8897.186759742573,88.5101565939249,0.013762381174430943
2003,sinaloa,navolato,22.2,6.699999999999999,32671.4,34846.4,88052.8,137586.4,134713.8,2768.2,139657.4,28.04,7.36,4.36,4.212,32135.8,31657.8,25444.8,1568.6,25092.8,30845.0,27173.0,17183.6,1075.0,1264.0,47.121,940.992,1188.025,318.986,56.813,262.173,18.07,1189.748,945.102,71.0,61.0,0.0,0.0,2306317380.527744,2284.0608517701176,63.049147413599286,0.060554285016940226
2008,sinaloa,navolato,24.2,7.43,32839.4,36027.8,97480.2,134237.6,131447.8,2699.0,135634.2,26.2,8.719999999999999,4.128,4.088,32820.6,32504.2,28067.4,4371.6,28990.8,31908.6,29812.6,20918.8,1309.0,1381.0,61.798,1874.166,2126.843,464.125,208.887,255.238,35.505,2138.791,1893.371,102.0,85.0,0.0,1.0,2306317380.527744,3421.887694991381,71.86992661142986,0.05880985901817358
2013,sinaloa,navolato,25.9,7.935071651260734,34490.3,36772.2,109954.1,137074.4,133762.9,3262.9,139658.7,25.86133187582571,10.010513637308629,3.982365087812667,3.982019974500639,34525.3,34455.8,31582.9,6577.7,32223.6,34172.5,33045.1,23140.9,1647.0,1536.0,84.565,2751.567,3126.034,650.481,269.443,381.038,40.864,3156.86,2947.92,118.0,94.0,0.0,0.0,2306317380.527744,4657.647536458523,78.73057675604885,0.06055484868610866
2018,sinaloa,navolato,27.4,8.410191070028624,36745.8,37104.2,119892.6,140098.4,135889.4,4189.4,146418.2,25.963551668868558,11.361369699489678,3.819640234167112,3.818719932001704,36755.8,36653.8,35289.4,7947.2,35119.6,36475.0,35748.6,24872.4,1788.0,1852.0,149.247,4414.297,5544.078,1554.063,436.365,1117.698,21.368,5640.091,4464.269,148.0,115.0,0.0,3.0,2306317380.527744,10613.864943019378,81.88367293137055,0.06348571156607068
2024,sinaloa,navolato,29.2,8.980334372550093,39452.4,37502.6,131818.8,143727.2,138441.2,5301.200000000001,154529.6,26.086215420519977,12.98239697410694,3.624370409792446,3.622759881002982,39432.4,39291.4,39737.2,9590.599999999999,38594.8,39238.0,38992.8,26950.2,1957.2,2231.2,226.86540000000002,6409.572999999999,8445.730800000001,2638.3614000000002,636.6714000000001,2001.6900000000003,-2.0272000000000006,8619.968200000001,6283.8878,184.0,140.2,0.0,6.6,2306317380.527744,17073.50177571158,85.3032687588656,0.06700274702202509
2003,sinaloa,rosario,24.2,7.18,11635.0,13504.2,23615.8,46978.8,45827.2,1132.2,47610.0,25.06,11.620000000000001,4.08,4.036,11655.8,11465.4,9484.6,525.0,8779.8,10956.0,9840.8,6353.8,326.0,331.0,11.213,182.615,230.375,59.546,11.394,48.152,2.708,230.645,182.824,28.0,24.0,0.0,0.0,2606256996.7378097,1250.7036336904011,49.60260449485402,0.018267576858150336
2008,sinaloa,rosario,26.2,7.758,12431.4,13570.6,34628.8,48201.4,46780.6,1360.8,48585.6,24.82,12.84,3.904,3.88,12478.2,12358.6,9428.0,1330.4,10690.6,11935.4,10972.0,7753.8,416.0,515.0,19.089,422.952,502.957,124.089,42.3,81.789,18.638,504.069,427.527,38.0,32.0,0.0,1.0,2606256996.7378097,2554.0283540802216,71.27379305802543,0.018641906788476135
2013,sinaloa,rosario,27.9,8.253802275217867,13435.1,13325.9,39802.5,50186.0,48429.0,1696.8,50269.5,24.21345591747063,14.01524118827013,3.748025706940875,3.74741803942749,13450.5,13389.5,10647.4,2018.4,12150.6,13068.3,12273.7,8966.3,502.0,512.0,29.758,620.389,753.009,202.883,50.967,151.916,24.258,760.516,633.042,34.0,24.0,0.0,1.0,2606256996.7378097,4035.906464158187,79.17822934383672,0.019288005773383493
2018,sinaloa,rosario,29.4,8.793472733914312,14418.6,12887.4,42350.0,51701.0,49569.0,2114.8,51752.0,23.069215779921677,15.37397650205368,3.5947352185090002,3.59311477180664,14423.0,14297.0,13356.4,2512.4,13386.6,14143.8,13523.2,10021.8,545.0,508.0,40.963,1217.62,1645.402,532.156,102.182,429.974,5.872,1676.086,1235.147,49.0,38.0,0.0,1.0,2606256996.7378097,10282.810326170968,81.83258618024423,0.019856829186368326
2024,sinaloa,rosario,31.2,9.441077284350047,15598.8,12361.2,45407.0,53519.0,50937.0,2616.3999999999996,53531.0,21.696127614862938,17.00445887859394,3.4107866323907503,3.40795085066162,15590.0,15386.0,16607.199999999997,3105.2,14869.8,15434.4,15022.6,11288.4,596.6,503.2,54.409000000000006,1934.2972,2716.2736,927.2835999999998,163.64,763.6435999999999,-16.1912,2774.77,1957.6729999999998,67.0,54.8,0.0,1.0,2606256996.7378097,17322.366479236327,84.82374698772674,0.020539417281950124
2003,sinaloa,salvador alvarado,24.2,8.72,18163.2,22821.6,43706.2,73742.0,72508.4,1212.4,75243.4,27.24,8.200000000000001,4.12,4.068,18296.6,17951.4,16802.2,2485.6000000000004,16676.8,17790.6,17158.8,12960.4,1312.0,2720.0,110.484,1787.35,2111.792,490.009,163.981,326.028,6.02,2125.06,1814.535,170.0,153.0,6.0,0.0,765964005.8822385,6512.318688416526,58.08642352684754,0.09823359769149274
2008,sinaloa,salvador alvarado,26.2,9.264,19853.0,22960.8,54134.4,76880.0,75234.2,1528.0,78065.8,26.099999999999998,9.58,3.898,3.874,20038.4,19789.4,18588.0,5513.6,19126.4,19671.6,19180.4,15456.2,1407.0,2197.0,101.483,2555.96,2946.061,685.415,300.875,384.54,48.368,2960.861,2582.738,206.0,175.0,4.0,0.0,765964005.8822385,8779.965106358994,69.34457854784041,0.10191836613795409
2013,sinaloa,salvador alvarado,28.2,9.755290591007059,21325.9,22513.0,61650.9,78844.6,76723.2,1990.3,79207.1,25.115355174756548,11.4423107118593,3.70712562054824,3.70628210870876,21367.2,21314.2,20332.9,7480.4,20762.3,21215.1,20861.4,17177.4,1444.0,2414.0,136.511,2873.268,3308.346,788.768,337.053,451.715,87.42,3345.411,2906.677,219.0,189.0,3.0,0.0,765964005.8822385,9958.299192875385,77.83506781589024,0.1034083839341369
2018,sinaloa,salvador alvarado,30.2,10.280774909352159,22677.4,21708.0,66532.4,79205.6,76560.2,2600.8,79410.6,23.8076137993508,13.679495231624799,3.50233498812864,3.5000856232233604,22689.2,22646.2,22244.4,8534.4,22292.8,22573.6,22380.4,18781.4,1466.0,2308.0,177.93,3806.829,4705.72,1331.07,464.638,866.432,8.449,4783.754,3856.381,248.0,217.0,2.0,2.0,765964005.8822385,16761.86806295381,83.7827695546942,0.10367406221462686
2024,sinaloa,salvador alvarado,32.6,10.91135609136628,24299.2,20742.0,72390.2,79638.8,76364.6,3333.3999999999996,79654.8,22.2383241488639,16.3641166553434,3.2565862292251198,3.2526498406408804,24275.6,24244.6,24538.2,9799.2,24129.4,24203.8,24203.2,20706.2,1492.4,2180.8,227.63280000000003,4927.1022,6382.568800000001,1981.8323999999998,617.74,1364.0924,-86.3162,6509.7656,4996.025799999999,282.8,250.6,0.7999999999999998,4.4,765964005.8822385,24880.263336296113,90.87989675449563,0.10399287615121482
2003,sinaloa,sinaloa,21.8,5.76,18639.8,24020.0,36903.4,84211.4,82971.8,1235.2,85050.2,26.0,10.24,4.5600000000000005,4.526,18493.8,18308.0,14130.6,434.6,8606.0,16718.6,14702.2,7768.4,284.0,202.0,6.063,142.032,179.545,48.226,8.76,39.466,3.293,179.569,142.126,22.0,21.0,0.0,0.0,6268271356.567815,567.0298247388014,43.39013900026102,0.013568366007461608
