entidad,municipio,num_units,num_units_municipio,Año Censal
aguascalientes,aguascalientes,4957,352.0,2024
aguascalientes,asientos,101,16.0,2024
aguascalientes,calvillo,274,16.0,2024
aguascalientes,cosio,42,6.0,2024
aguascalientes,el llano,34,2.0,2024
aguascalientes,jesus maria,409,30.0,2024
aguascalientes,pabellon de arteaga,253,17.0,2024
aguascalientes,rincon de romos,342,15.0,2024
aguascalientes,san francisco de los romo,158,14.0,2024
aguascalientes,san jose de gracia,32,3.0,2024
aguascalientes,tepezala,48,8.0,2024
baja california,ensenada,1379,202.0,2024
baja california,mexicali,2577,562.0,2024
baja california,playas de rosarito,381,77.0,2024
baja california,san felipe,71,11.0,2024
baja california,san quintin,274,32.0,2024
baja california,tecate,358,42.0,2024
baja california,tijuana,5736,856.0,2024
baja california sur,comondu,271,22.0,2024
baja california sur,la paz,878,115.0,2024
baja california sur,loreto,66,4.0,2024
baja california sur,los cabos,1199,194.0,2024
baja california sur,mulege,222,31.0,2024
campeche,calakmul,67,8.0,2024
campeche,calkini,156,18.0,2024
campeche,campeche,1159,143.0,2024
campeche,candelaria,126,19.0,2024
campeche,carmen,966,112.0,2024
campeche,champoton,313,32.0,2024
campeche,dzitbalche,53,6.0,2024
campeche,escarcega,239,22.0,2024
campeche,hecelchakan,98,13.0,2024
campeche,hopelchen,75,16.0,2024
campeche,palizada,29,2.0,2024
campeche,seybaplaya,67,5.0,2024
campeche,tenabo,46,4.0,2024
chiapas,acacoyagua,70,16.0,2024
chiapas,acala,150,19.0,2024
chiapas,acapetahua,70,13.0,2024
chiapas,aldama,4,2.0,2024
chiapas,altamirano,151,12.0,2024
chiapas,amatenango de la frontera,37,7.0,2024
chiapas,amatenango del valle,13,6.0,2024
chiapas,amatan,46,9.0,2024
chiapas,angel albino corzo,220,27.0,2024
chiapas,arriaga,226,16.0,2024
chiapas,bejucal de ocampo,1,1.0,2024
chiapas,bella vista,32,6.0,2024
chiapas,benemerito de las americas,93,16.0,2024
chiapas,berriozabal,169,35.0,2024
chiapas,bochil,178,14.0,2024
chiapas,cacahoatan,184,27.0,2024
chiapas,capitan luis angel vidal,8,1.0,2024
chiapas,catazaja,32,3.0,2024
chiapas,chalchihuitan,33,5.0,2024
chiapas,chamula,202,9.0,2024
chiapas,chanal,33,2.0,2024
chiapas,chapultenango,28,5.0,2024
chiapas,chenalho,55,15.0,2024
chiapas,chiapa de corzo,238,41.0,2024
chiapas,chiapilla,37,6.0,2024
chiapas,chicoasen,27,2.0,2024
chiapas,chicomuselo,160,15.0,2024
chiapas,chilon,161,22.0,2024
chiapas,cintalapa,337,34.0,2024
chiapas,coapilla,41,6.0,2024
chiapas,comitan de dominguez,1365,102.0,2024
chiapas,copainala,76,11.0,2024
chiapas,el bosque,43,9.0,2024
chiapas,el parral,110,16.0,2024
chiapas,el porvenir,66,4.0,2024
chiapas,emiliano zapata,49,6.0,2024
chiapas,escuintla,189,26.0,2024
chiapas,francisco leon,5,1.0,2024
chiapas,frontera comalapa,520,39.0,2024
chiapas,frontera hidalgo,26,4.0,2024
chiapas,huehuetan,93,15.0,2024
chiapas,huitiupan,22,2.0,2024
chiapas,huixtla,478,47.0,2024
chiapas,huixtan,17,2.0,2024
chiapas,ixhuatan,36,5.0,2024
chiapas,ixtacomitan,18,4.0,2024
chiapas,ixtapa,73,11.0,2024
chiapas,ixtapangajoya,10,2.0,2024
chiapas,jiquipilas,75,13.0,2024
chiapas,jitotol,69,9.0,2024
chiapas,juarez,65,14.0,2024
chiapas,la concordia,143,18.0,2024
chiapas,la grandeza,30,2.0,2024
chiapas,la independencia,152,19.0,2024
chiapas,la libertad,13,2.0,2024
chiapas,la trinitaria,178,15.0,2024
chiapas,larrainzar,78,16.0,2024
chiapas,las margaritas,376,21.0,2024
chiapas,las rosas,192,27.0,2024
chiapas,mapastepec,179,28.0,2024
chiapas,maravilla tenejapa,35,4.0,2024
chiapas,marques de comillas,20,3.0,2024
chiapas,mazapa de madero,10,1.0,2024
chiapas,mazatan,100,26.0,2024
chiapas,metapa,12,3.0,2024
chiapas,mezcalapa,93,14.0,2024
chiapas,mitontic,8,,2024
chiapas,montecristo de guerrero,42,7.0,2024
chiapas,motozintla,437,33.0,2024
chiapas,nicolas ruiz,15,5.0,2024
chiapas,ocosingo,760,62.0,2024
chiapas,ocotepec,35,6.0,2024
chiapas,ocozocoautla de espinosa,408,37.0,2024
chiapas,ostuacan,34,6.0,2024
chiapas,osumacinta,12,1.0,2024
chiapas,oxchuc,167,35.0,2024
chiapas,palenque,423,47.0,2024
chiapas,pantelho,98,13.0,2024
chiapas,pantepec,22,5.0,2024
chiapas,pichucalco,136,18.0,2024
chiapas,pijijiapan,177,18.0,2024
chiapas,pueblo nuevo solistahuacan,147,15.0,2024
chiapas,rayon,65,12.0,2024
chiapas,reforma,150,17.0,2024
chiapas,rincon chamula san pedro,12,1.0,2024
chiapas,sabanilla,72,8.0,2024
chiapas,salto de agua,77,8.0,2024
chiapas,san andres duraznal,18,3.0,2024
chiapas,san cristobal de las casas,1879,136.0,2024
chiapas,san fernando,94,10.0,2024
chiapas,san juan cancuc,55,26.0,2024
chiapas,san lucas,38,5.0,2024
chiapas,santiago el pinar,2,,2024
chiapas,siltepec,105,13.0,2024
chiapas,simojovel,162,23.0,2024
chiapas,sitala,33,7.0,2024
chiapas,socoltenango,50,7.0,2024
chiapas,solosuchiapa,16,6.0,2024
chiapas,soyalo,39,6.0,2024
chiapas,suchiapa,124,22.0,2024
chiapas,suchiate,130,23.0,2024
chiapas,sunuapa,9,1.0,2024
chiapas,tapachula,1655,129.0,2024
chiapas,tapalapa,23,3.0,2024
chiapas,tapilula,102,10.0,2024
chiapas,tecpatan,83,14.0,2024
chiapas,tenejapa,49,12.0,2024
chiapas,teopisca,220,19.0,2024
chiapas,tila,259,23.0,2024
chiapas,tonala,459,48.0,2024
chiapas,totolapa,41,8.0,2024
chiapas,tumbala,57,12.0,2024
chiapas,tuxtla chico,66,12.0,2024
chiapas,tuxtla gutierrez,3537,377.0,2024
chiapas,tuzantan,13,,2024
chiapas,tzimol,49,9.0,2024
chiapas,union juarez,43,8.0,2024
chiapas,venustiano carranza,293,45.0,2024
chiapas,villa comaltitlan,91,15.0,2024
chiapas,villa corzo,333,56.0,2024
chiapas,villaflores,633,98.0,2024
chiapas,yajalon,272,30.0,2024
chiapas,zinacantan,50,12.0,2024
chihuahua,ahumada,46,6.0,2024
chihuahua,aldama,79,6.0,2024
chihuahua,allende,24,6.0,2024
chihuahua,aquiles serdan,14,1.0,2024
chihuahua,ascension,88,14.0,2024
chihuahua,bachiniva,8,1.0,2024
chihuahua,balleza,16,3.0,2024
chihuahua,batopilas de manuel gomez morin,6,,2024
chihuahua,bocoyna,89,9.0,2024
chihuahua,buenaventura,113,16.0,2024
chihuahua,camargo,250,18.0,2024
chihuahua,carichi,7,1.0,2024
chihuahua,casas grandes,9,2.0,2024
chihuahua,chihuahua,3653,384.0,2024
chihuahua,chinipas,14,2.0,2024
chihuahua,coronado,3,1.0,2024
chihuahua,cuauhtemoc,870,95.0,2024
chihuahua,delicias,722,67.0,2024
chihuahua,dr. belisario dominguez,1,1.0,2024
chihuahua,el tule,5,2.0,2024
chihuahua,galeana,1,,2024
chihuahua,guachochi,148,9.0,2024
chihuahua,guadalupe,4,2.0,2024
chihuahua,guadalupe y calvo,101,8.0,2024
chihuahua,guazapares,14,2.0,2024
chihuahua,guerrero,123,24.0,2024
chihuahua,gomez farias,26,6.0,2024
chihuahua,hidalgo del parral,761,48.0,2024
chihuahua,huejotitan,2,,2024
chihuahua,ignacio zaragoza,18,4.0,2024
chihuahua,janos,16,5.0,2024
chihuahua,jimenez,200,16.0,2024
chihuahua,julimes,8,2.0,2024
chihuahua,juarez,3939,502.0,2024
chihuahua,la cruz,3,1.0,2024
chihuahua,lopez,10,1.0,2024
chihuahua,madera,102,12.0,2024
chihuahua,maguarichi,2,,2024
chihuahua,manuel benavides,2,1.0,2024
chihuahua,matachi,7,3.0,2024
chihuahua,matamoros,3,1.0,2024
chihuahua,meoqui,155,17.0,2024
chihuahua,morelos,1,,2024
chihuahua,moris,8,1.0,2024
chihuahua,namiquipa,80,11.0,2024
chihuahua,nonoava,7,1.0,2024
chihuahua,nuevo casas grandes,334,40.0,2024
chihuahua,ocampo,22,2.0,2024
chihuahua,ojinaga,94,15.0,2024
chihuahua,praxedis g. guerrero,12,4.0,2024
chihuahua,riva palacio,2,,2024
chihuahua,rosales,21,2.0,2024
chihuahua,san francisco de borja,1,,2024
chihuahua,san francisco de conchos,3,1.0,2024
chihuahua,san francisco del oro,12,2.0,2024
chihuahua,santa barbara,49,5.0,2024
chihuahua,santa isabel,16,4.0,2024
chihuahua,satevo,1,,2024
chihuahua,saucillo,83,10.0,2024
chihuahua,temosachic,6,2.0,2024
chihuahua,urique,10,1.0,2024
chihuahua,uruachi,2,,2024
chihuahua,valle de zaragoza,19,4.0,2024
ciudad de mexico,azcapotzalco,1979,300.0,2024
ciudad de mexico,benito juarez,2302,263.0,2024
ciudad de mexico,coyoacan,2863,417.0,2024
ciudad de mexico,cuajimalpa de morelos,1023,103.0,2024
ciudad de mexico,cuauhtemoc,15910,420.0,2024
ciudad de mexico,gustavo a. madero,6286,831.0,2024
ciudad de mexico,iztacalco,1821,297.0,2024
ciudad de mexico,iztapalapa,9050,1517.0,2024
ciudad de mexico,la magdalena contreras,880,133.0,2024
ciudad de mexico,miguel hidalgo,2760,235.0,2024
ciudad de mexico,milpa alta,982,147.0,2024
ciudad de mexico,tlalpan,2988,482.0,2024
ciudad de mexico,tlahuac,2105,373.0,2024
ciudad de mexico,venustiano carranza,4345,362.0,2024
ciudad de mexico,xochimilco,2119,359.0,2024
ciudad de mexico,alvaro obregon,2689,413.0,2024
coahuila de zaragoza,acuna,379,42.0,2024
coahuila de zaragoza,allende,91,5.0,2024
coahuila de zaragoza,arteaga,30,4.0,2024
coahuila de zaragoza,candela,3,3.0,2024
coahuila de zaragoza,castanos,83,6.0,2024
coahuila de zaragoza,cuatro cienegas,36,6.0,2024
coahuila de zaragoza,escobedo,1,,2024
coahuila de zaragoza,francisco i. madero,237,31.0,2024
coahuila de zaragoza,frontera,204,29.0,2024
coahuila de zaragoza,general cepeda,32,6.0,2024
coahuila de zaragoza,guerrero,1,,2024
coahuila de zaragoza,hidalgo,2,1.0,2024
coahuila de zaragoza,jimenez,6,2.0,2024
coahuila de zaragoza,juarez,4,2.0,2024
coahuila de zaragoza,lamadrid,3,1.0,2024
coahuila de zaragoza,matamoros,319,40.0,2024
coahuila de zaragoza,monclova,1022,102.0,2024
coahuila de zaragoza,morelos,11,2.0,2024
coahuila de zaragoza,muzquiz,189,14.0,2024
coahuila de zaragoza,nadadores,6,,2024
coahuila de zaragoza,nava,85,7.0,2024
coahuila de zaragoza,ocampo,17,2.0,2024
coahuila de zaragoza,parras,160,12.0,2024
coahuila de zaragoza,piedras negras,435,57.0,2024
coahuila de zaragoza,progreso,1,,2024
coahuila de zaragoza,ramos arizpe,280,25.0,2024
coahuila de zaragoza,sabinas,217,13.0,2024
coahuila de zaragoza,sacramento,4,2.0,2024
coahuila de zaragoza,saltillo,2923,261.0,2024
coahuila de zaragoza,san buenaventura,77,5.0,2024
coahuila de zaragoza,san juan de sabinas,143,7.0,2024
coahuila de zaragoza,san pedro,277,35.0,2024
coahuila de zaragoza,sierra mojada,23,2.0,2024
coahuila de zaragoza,torreon,2557,399.0,2024
coahuila de zaragoza,viesca,8,1.0,2024
coahuila de zaragoza,villa union,12,2.0,2024
coahuila de zaragoza,zaragoza,31,4.0,2024
colima,armeria,128,13.0,2024
colima,colima,1031,119.0,2024
colima,comala,76,12.0,2024
colima,coquimatlan,70,12.0,2024
colima,cuauhtemoc,148,19.0,2024
colima,ixtlahuacan,16,3.0,2024
colima,manzanillo,817,84.0,2024
colima,minatitlan,49,5.0,2024
colima,tecoman,540,61.0,2024
colima,villa de alvarez,452,62.0,2024
durango,canatlan,121,12.0,2024
durango,canelas,12,3.0,2024
durango,coneto de comonfort,7,1.0,2024
durango,cuencame,130,21.0,2024
durango,durango,2784,310.0,2024
durango,el oro,72,11.0,2024
durango,general simon bolivar,10,3.0,2024
durango,guadalupe victoria,205,14.0,2024
durango,guanacevi,34,6.0,2024
durango,gomez palacio,1009,131.0,2024
durango,hidalgo,6,1.0,2024
durango,inde,5,2.0,2024
durango,lerdo,380,67.0,2024
durango,mapimi,76,11.0,2024
durango,mezquital,15,1.0,2024
durango,nazas,40,4.0,2024
durango,nombre de dios,41,5.0,2024
durango,nuevo ideal,105,11.0,2024
durango,ocampo,29,8.0,2024
durango,otaez,5,,2024
durango,penon blanco,37,6.0,2024
durango,poanas,103,9.0,2024
durango,pueblo nuevo,179,11.0,2024
durango,panuco de coronado,44,10.0,2024
durango,rodeo,71,7.0,2024
durango,san bernardo,2,,2024
durango,san dimas,45,2.0,2024
durango,san juan de guadalupe,17,4.0,2024
durango,san juan del rio,39,7.0,2024
durango,san luis del cordero,6,3.0,2024
durango,san pedro del gallo,1,,2024
durango,santa clara,14,3.0,2024
durango,santiago papasquiaro,269,20.0,2024
durango,suchil,17,2.0,2024
durango,tamazula,31,2.0,2024
durango,tepehuanes,53,6.0,2024
durango,tlahualilo,47,7.0,2024
durango,topia,26,2.0,2024
durango,vicente guerrero,224,14.0,2024
guanajuato,abasolo,302,28.0,2024
guanajuato,acambaro,696,91.0,2024
guanajuato,apaseo el alto,493,30.0,2024
guanajuato,apaseo el grande,336,34.0,2024
guanajuato,atarjea,5,2.0,2024
guanajuato,celaya,2665,285.0,2024
guanajuato,comonfort,456,30.0,2024
guanajuato,coroneo,94,13.0,2024
guanajuato,cortazar,620,54.0,2024
guanajuato,cueramaro,255,20.0,2024
guanajuato,doctor mora,86,10.0,2024
guanajuato,dolores hidalgo cuna de la independencia nacional,727,53.0,2024
guanajuato,guanajuato,711,69.0,2024
guanajuato,huanimaro,88,13.0,2024
guanajuato,irapuato,2897,292.0,2024
guanajuato,jaral del progreso,199,20.0,2024
guanajuato,jerecuaro,161,15.0,2024
guanajuato,leon,9608,841.0,2024
guanajuato,manuel doblado,174,9.0,2024
guanajuato,moroleon,1797,44.0,2024
guanajuato,ocampo,95,10.0,2024
guanajuato,pueblo nuevo,77,14.0,2024
guanajuato,purisima del rincon,278,17.0,2024
guanajuato,penjamo,650,69.0,2024
guanajuato,romita,275,20.0,2024
guanajuato,salamanca,1221,90.0,2024
guanajuato,salvatierra,583,81.0,2024
guanajuato,san diego de la union,136,12.0,2024
guanajuato,san felipe,532,47.0,2024
guanajuato,san francisco del rincon,1096,47.0,2024
guanajuato,san jose iturbide,593,42.0,2024
guanajuato,san luis de la paz,754,34.0,2024
guanajuato,san miguel de allende,933,72.0,2024
guanajuato,santa catarina,40,3.0,2024
guanajuato,santa cruz de juventino rosas,542,53.0,2024
guanajuato,santiago maravatio,28,4.0,2024
guanajuato,silao de la victoria,824,88.0,2024
guanajuato,tarandacuao,72,11.0,2024
guanajuato,tarimoro,177,22.0,2024
guanajuato,tierra blanca,44,5.0,2024
guanajuato,uriangato,1359,36.0,2024
guanajuato,valle de santiago,589,62.0,2024
guanajuato,victoria,53,6.0,2024
guanajuato,villagran,381,21.0,2024
guanajuato,xichu,51,4.0,2024
guanajuato,yuriria,350,33.0,2024
guerrero,acapulco de juarez,3420,259.0,2024
guerrero,acatepec,37,4.0,2024
guerrero,ahuacuotzingo,41,4.0,2024
guerrero,ajuchitlan del progreso,108,20.0,2024
guerrero,alcozauca de guerrero,53,7.0,2024
guerrero,alpoyeca,44,3.0,2024
guerrero,apaxtla,57,7.0,2024
guerrero,arcelia,233,25.0,2024
guerrero,atenango del rio,16,3.0,2024
guerrero,atlamajalcingo del monte,2,1.0,2024
guerrero,atlixtac,52,5.0,2024
guerrero,atoyac de alvarez,301,21.0,2024
guerrero,ayutla de los libres,208,30.0,2024
guerrero,azoyu,44,5.0,2024
guerrero,benito juarez,48,10.0,2024
guerrero,buenavista de cuellar,49,9.0,2024
guerrero,chilapa de alvarez,708,38.0,2024
guerrero,chilpancingo de los bravo,1626,84.0,2024
guerrero,coahuayutla de jose maria izazaga,21,4.0,2024
guerrero,cochoapa el grande,16,4.0,2024
guerrero,cocula,46,10.0,2024
guerrero,copala,64,9.0,2024
guerrero,copalillo,48,3.0,2024
guerrero,copanatoyac,30,7.0,2024
guerrero,coyuca de benitez,180,16.0,2024
guerrero,coyuca de catalan,43,6.0,2024
guerrero,cuajinicuilapa,104,13.0,2024
guerrero,cualac,13,1.0,2024
guerrero,cuautepec,40,7.0,2024
guerrero,cuetzala del progreso,9,2.0,2024
guerrero,cutzamala de pinzon,53,6.0,2024
guerrero,eduardo neri,300,20.0,2024
guerrero,florencio villarreal,147,12.0,2024
guerrero,general canuto a. neri,15,2.0,2024
guerrero,general heliodoro castillo,126,11.0,2024
guerrero,huamuxtitlan,83,8.0,2024
guerrero,huitzuco de los figueroa,227,18.0,2024
guerrero,iguala de la independencia,1645,105.0,2024
guerrero,igualapa,25,2.0,2024
guerrero,iliatenco,41,2.0,2024
guerrero,ixcateopan de cuauhtemoc,27,4.0,2024
guerrero,jose joaquin de herrera,26,2.0,2024
guerrero,juan r. escudero,112,10.0,2024
guerrero,juchitan,18,4.0,2024
guerrero,la union de isidoro montes de oca,39,4.0,2024
guerrero,las vigas,56,6.0,2024
guerrero,leonardo bravo,94,6.0,2024
guerrero,malinaltepec,10,2.0,2024
guerrero,marquelia,81,10.0,2024
guerrero,metlatonoc,70,8.0,2024
guerrero,mochitlan,46,6.0,2024
guerrero,martir de cuilapan,41,2.0,2024
guerrero,olinala,148,9.0,2024
guerrero,ometepec,349,31.0,2024
guerrero,pedro ascencio alquisiras,6,2.0,2024
guerrero,petatlan,239,15.0,2024
guerrero,pilcaya,72,8.0,2024
guerrero,pungarabato,450,41.0,2024
guerrero,quechultenango,129,10.0,2024
guerrero,san luis acatlan,174,27.0,2024
guerrero,san marcos,205,26.0,2024
guerrero,san miguel totolapan,35,6.0,2024
guerrero,san nicolas,12,3.0,2024
guerrero,taxco de alarcon,2645,42.0,2024
guerrero,tecoanapa,98,12.0,2024
guerrero,teloloapan,218,16.0,2024
guerrero,tepecoacuilco de trujano,46,8.0,2024
guerrero,tetipac,23,3.0,2024
guerrero,tixtla de guerrero,295,19.0,2024
guerrero,tlacoachistlahuaca,34,3.0,2024
guerrero,tlacoapa,19,1.0,2024
guerrero,tlalchapa,29,5.0,2024
guerrero,tlalixtaquilla de maldonado,33,3.0,2024
guerrero,tlapa de comonfort,674,32.0,2024
guerrero,tlapehuala,80,12.0,2024
guerrero,tecpan de galeana,308,24.0,2024
guerrero,xalpatlahuac,27,3.0,2024
guerrero,xochihuehuetlan,41,5.0,2024
guerrero,xochistlahuaca,83,8.0,2024
guerrero,zapotitlan tablas,29,3.0,2024
guerrero,zihuatanejo de azueta,816,62.0,2024
guerrero,zirandaro,41,8.0,2024
guerrero,zitlala,31,3.0,2024
hidalgo,acatlan,51,10.0,2024
hidalgo,acaxochitlan,129,19.0,2024
hidalgo,actopan,525,41.0,2024
hidalgo,agua blanca de iturbide,44,7.0,2024
hidalgo,ajacuba,102,10.0,2024
hidalgo,alfajayucan,64,12.0,2024
hidalgo,almoloya,43,5.0,2024
hidalgo,apan,304,27.0,2024
hidalgo,atitalaquia,153,27.0,2024
hidalgo,atlapexco,42,10.0,2024
hidalgo,atotonilco de tula,172,28.0,2024
hidalgo,atotonilco el grande,168,24.0,2024
hidalgo,calnali,57,9.0,2024
hidalgo,cardonal,10,3.0,2024
hidalgo,chapantongo,32,7.0,2024
hidalgo,chapulhuacan,76,5.0,2024
hidalgo,chilcuautla,13,5.0,2024
hidalgo,cuautepec de hinojosa,233,34.0,2024
hidalgo,el arenal,23,3.0,2024
hidalgo,eloxochitlan,4,1.0,2024
hidalgo,emiliano zapata,102,17.0,2024
hidalgo,epazoyucan,22,6.0,2024
hidalgo,francisco i. madero,212,28.0,2024
hidalgo,huasca de ocampo,30,8.0,2024
hidalgo,huautla,32,6.0,2024
hidalgo,huazalingo,12,3.0,2024
hidalgo,huehuetla,60,8.0,2024
hidalgo,huejutla de reyes,681,92.0,2024
hidalgo,huichapan,208,24.0,2024
hidalgo,ixmiquilpan,810,72.0,2024
hidalgo,jacala de ledezma,67,10.0,2024
hidalgo,jaltocan,33,9.0,2024
hidalgo,juarez hidalgo,4,2.0,2024
hidalgo,la mision,11,1.0,2024
hidalgo,lolotla,4,2.0,2024
hidalgo,metepec,33,8.0,2024
hidalgo,metztitlan,63,10.0,2024
hidalgo,mineral de la reforma,633,122.0,2024
hidalgo,mineral del chico,5,1.0,2024
hidalgo,mineral del monte,117,10.0,2024
hidalgo,mixquiahuala de juarez,324,28.0,2024
hidalgo,molango de escamilla,59,12.0,2024
hidalgo,nicolas flores,9,1.0,2024
hidalgo,nopala de villagran,21,5.0,2024
hidalgo,omitlan de juarez,19,3.0,2024
hidalgo,pachuca de soto,2685,319.0,2024
hidalgo,pacula,3,1.0,2024
hidalgo,pisaflores,40,9.0,2024
hidalgo,progreso de obregon,265,29.0,2024
hidalgo,san agustin metzquititlan,24,6.0,2024
hidalgo,san agustin tlaxiaca,120,10.0,2024
hidalgo,san bartolo tutotepec,62,9.0,2024
hidalgo,san felipe orizatlan,120,21.0,2024
hidalgo,san salvador,68,12.0,2024
hidalgo,santiago tulantepec de lugo guerrero,121,20.0,2024
hidalgo,santiago de anaya,16,3.0,2024
hidalgo,singuilucan,63,9.0,2024
hidalgo,tasquillo,75,15.0,2024
hidalgo,tecozautla,101,17.0,2024
hidalgo,tenango de doria,51,8.0,2024
hidalgo,tepeapulco,384,41.0,2024
hidalgo,tepehuacan de guerrero,18,3.0,2024
hidalgo,tepeji del rio de ocampo,400,39.0,2024
hidalgo,tepetitlan,21,5.0,2024
hidalgo,tetepango,57,10.0,2024
hidalgo,tezontepec de aldama,371,31.0,2024
hidalgo,tianguistengo,19,3.0,2024
hidalgo,tizayuca,777,115.0,2024
hidalgo,tlahuelilpan,118,15.0,2024
hidalgo,tlahuiltepa,6,2.0,2024
hidalgo,tlanalapa,66,13.0,2024
hidalgo,tlanchinol,77,14.0,2024
hidalgo,tlaxcoapan,297,42.0,2024
hidalgo,tolcayuca,96,12.0,2024
hidalgo,tula de allende,687,59.0,2024
hidalgo,tulancingo de bravo,1589,186.0,2024
hidalgo,villa de tezontepec,126,18.0,2024
hidalgo,xochiatipan,30,7.0,2024
hidalgo,xochicoatlan,11,2.0,2024
hidalgo,yahualica,25,5.0,2024
hidalgo,zacualtipan de angeles,256,26.0,2024
hidalgo,zapotlan de juarez,165,30.0,2024
hidalgo,zempoala,159,28.0,2024
hidalgo,zimapan,217,18.0,2024
jalisco,acatic,112,12.0,2024
jalisco,acatlan de juarez,145,12.0,2024
jalisco,ahualulco de mercado,157,13.0,2024
jalisco,amacueca,15,3.0,2024
jalisco,amatitan,87,9.0,2024
jalisco,ameca,315,40.0,2024
jalisco,arandas,760,73.0,2024
jalisco,atemajac de brizuela,26,6.0,2024
jalisco,atengo,12,3.0,2024
jalisco,atenguillo,15,7.0,2024
jalisco,atotonilco el alto,429,42.0,2024
jalisco,atoyac,37,6.0,2024
jalisco,autlan de navarro,366,38.0,2024
jalisco,ayotlan,313,26.0,2024
jalisco,ayutla,67,10.0,2024
jalisco,bolanos,15,2.0,2024
jalisco,cabo corrientes,40,5.0,2024
jalisco,casimiro castillo,136,18.0,2024
jalisco,canadas de obregon,14,4.0,2024
jalisco,chapala,317,46.0,2024
jalisco,chimaltitan,3,,2024
jalisco,chiquilistlan,20,5.0,2024
jalisco,cihuatlan,261,25.0,2024
jalisco,cocula,120,15.0,2024
jalisco,colotlan,159,14.0,2024
jalisco,concepcion de buenos aires,45,8.0,2024
jalisco,cuautitlan de garcia barragan,33,9.0,2024
jalisco,cuautla,5,3.0,2024
jalisco,cuquio,81,14.0,2024
jalisco,degollado,141,19.0,2024
jalisco,ejutla,7,3.0,2024
jalisco,el arenal,77,10.0,2024
jalisco,el grullo,197,20.0,2024
jalisco,el limon,12,3.0,2024
jalisco,el salto,624,91.0,2024
jalisco,encarnacion de diaz,351,28.0,2024
jalisco,etzatlan,142,14.0,2024
jalisco,guachinango,8,1.0,2024
jalisco,guadalajara,13185,1072.0,2024
jalisco,gomez farias,75,9.0,2024
jalisco,hostotipaquillo,20,3.0,2024
jalisco,huejuquilla el alto,76,10.0,2024
jalisco,huejucar,33,4.0,2024
jalisco,ixtlahuacan de los membrillos,118,15.0,2024
jalisco,ixtlahuacan del rio,97,16.0,2024
jalisco,jalostotitlan,213,13.0,2024
jalisco,jamay,149,18.0,2024
jalisco,jesus maria,107,8.0,2024
jalisco,jilotlan de los dolores,11,2.0,2024
jalisco,jocotepec,213,19.0,2024
jalisco,juanacatlan,47,5.0,2024
jalisco,juchitlan,32,8.0,2024
jalisco,la barca,477,59.0,2024
jalisco,la huerta,115,18.0,2024
jalisco,la manzanilla de la paz,23,9.0,2024
jalisco,lagos de moreno,875,73.0,2024
jalisco,magdalena,103,8.0,2024
jalisco,mascota,62,11.0,2024
jalisco,mazamitla,138,11.0,2024
jalisco,mexticacan,20,4.0,2024
jalisco,mezquitic,22,5.0,2024
jalisco,mixtlan,9,2.0,2024
jalisco,ocotlan,796,66.0,2024
jalisco,ojuelos de jalisco,158,13.0,2024
jalisco,pihuamo,58,13.0,2024
jalisco,poncitlan,317,24.0,2024
jalisco,puerto vallarta,1637,243.0,2024
jalisco,quitupan,16,4.0,2024
jalisco,san cristobal de la barranca,7,2.0,2024
jalisco,san diego de alejandria,39,8.0,2024
jalisco,san gabriel,45,6.0,2024
jalisco,san ignacio cerro gordo,86,8.0,2024
jalisco,san juan de los lagos,785,31.0,2024
jalisco,san juanito de escobedo,41,6.0,2024
jalisco,san julian,133,12.0,2024
jalisco,san marcos,12,2.0,2024
jalisco,san martin hidalgo,133,19.0,2024
jalisco,san martin de bolanos,17,5.0,2024
jalisco,san miguel el alto,239,15.0,2024
jalisco,san pedro tlaquepaque,2224,291.0,2024
jalisco,san sebastian del oeste,9,1.0,2024
jalisco,santa maria de los angeles,6,1.0,2024
jalisco,santa maria del oro,3,1.0,2024
jalisco,sayula,215,28.0,2024
jalisco,tala,348,39.0,2024
jalisco,talpa de allende,107,15.0,2024
jalisco,tamazula de gordiano,208,20.0,2024
jalisco,tapalpa,87,15.0,2024
jalisco,tecalitlan,117,10.0,2024
jalisco,techaluta de montenegro,10,3.0,2024
jalisco,tecolotlan,100,13.0,2024
jalisco,tenamaxtlan,55,13.0,2024
jalisco,teocaltiche,232,24.0,2024
jalisco,teocuitatlan de corona,36,10.0,2024
jalisco,tepatitlan de morelos,966,91.0,2024
jalisco,tequila,254,21.0,2024
jalisco,teuchitlan,32,4.0,2024
jalisco,tizapan el alto,125,16.0,2024
jalisco,tlajomulco de zuniga,1750,228.0,2024
jalisco,toliman,27,5.0,2024
jalisco,tomatlan,177,27.0,2024
jalisco,tonala,1742,275.0,2024
jalisco,tonaya,33,9.0,2024
jalisco,tonila,44,6.0,2024
jalisco,totatiche,6,4.0,2024
jalisco,tototlan,144,21.0,2024
jalisco,tuxcacuesco,8,2.0,2024
jalisco,tuxcueca,32,4.0,2024
jalisco,tuxpan,252,23.0,2024
jalisco,union de san antonio,88,6.0,2024
jalisco,union de tula,98,12.0,2024
jalisco,valle de guadalupe,32,4.0,2024
jalisco,valle de juarez,38,6.0,2024
jalisco,villa corona,92,11.0,2024
jalisco,villa guerrero,28,6.0,2024
jalisco,villa hidalgo,954,15.0,2024
jalisco,villa purificacion,62,11.0,2024
jalisco,yahualica de gonzalez gallo,132,15.0,2024
jalisco,zacoalco de torres,175,16.0,2024
