Año Censal,Entidad,Municipio,farms,Total_Ingresos_Millones
2018,michoacan de ocampo,tacambaro,36.0,66.441
2018,michoacan de ocampo,tancitaro,13.0,32.858
2018,michoacan de ocampo,tangamandapio,16.0,9.491
2018,michoacan de ocampo,tangancicuaro,19.0,88.884
2018,michoacan de ocampo,tanhuato,8.0,10.342
2018,michoacan de ocampo,taretan,7.0,4.03
2018,michoacan de ocampo,tarimbaro,25.0,14.102
2018,michoacan de ocampo,tepalcatepec,29.0,72.958
2018,michoacan de ocampo,tingambato,23.0,9.626000000000001
2018,michoacan de ocampo,tinguindin,8.0,11.648
2018,michoacan de ocampo,tlalpujahua,12.0,8.457
2018,michoacan de ocampo,tocumbo,6.0,4.761
2018,michoacan de ocampo,turicato,15.0,5.949
2018,michoacan de ocampo,uruapan,277.0,1521.4050000000002
2018,michoacan de ocampo,venustiano carranza,14.0,11.335
2018,michoacan de ocampo,vista hermosa,9.0,5.105
2018,michoacan de ocampo,yurecuaro,29.0,83.35900000000001
2018,michoacan de ocampo,zacapu,47.0,210.109
2018,michoacan de ocampo,zamora,160.0,814.0619999999999
2018,michoacan de ocampo,zinapecuaro,30.0,38.774
2018,michoacan de ocampo,ziracuaretiro,4.0,2.575
2018,michoacan de ocampo,zitacuaro,67.0,801.3679999999999
2018,michoacan de ocampo,jose sixto verduzco,22.0,35.588
2018,morelos,axochiapan,24.0,49.161
2018,morelos,ayala,31.0,17.274
2018,morelos,cuautla,134.0,557.642
2018,morelos,cuernavaca,229.0,1495.8029999999999
2018,morelos,huitzilac,14.0,7.445
2018,morelos,jiutepec,88.0,198.44799999999998
2018,morelos,jojutla,34.0,117.786
2018,morelos,jonacatepec de leandro valle,9.0,2.78
2018,morelos,ocuituco,12.0,2.862
2018,morelos,temixco,54.0,172.97899999999998
2018,morelos,tepalcingo,15.0,12.848
2018,morelos,tepoztlan,14.0,18.18
2018,morelos,tetecala,7.0,9.665
2018,morelos,tetela del volcan,11.0,7.035
2018,morelos,tlaltizapan de zapata,21.0,23.159
2018,morelos,tlaquiltenango,8.0,5.408
2018,morelos,yautepec,52.0,145.62900000000002
2018,morelos,yecapixtla,31.0,15.062
2018,morelos,xoxocotla,11.0,11.077
2018,nayarit,acaponeta,12.0,59.784
2018,nayarit,compostela,44.0,200.759
2018,nayarit,ixtlan del rio,11.0,76.713
2018,nayarit,jala,7.0,1.99
2018,nayarit,xalisco,22.0,141.633
2018,nayarit,rosamorada,6.0,2.15
2018,nayarit,ruiz,10.0,42.297
2018,nayarit,san blas,17.0,16.272
2018,nayarit,san pedro lagunillas,5.0,3.359
2018,nayarit,santiago ixcuintla,58.0,181.458
2018,nayarit,tecuala,13.0,11.034
2018,nayarit,tepic,237.0,1322.459
2018,nayarit,tuxpan,16.0,84.141
2018,nayarit,la yesca,3.0,0.773
2018,nayarit,bahia de banderas,93.0,439.707
2018,nuevo leon,anahuac,9.0,9.779
2018,nuevo leon,apodaca,124.0,1430.788
2018,nuevo leon,aramberri,6.0,5.804
2018,nuevo leon,cadereyta jimenez,21.0,246.84400000000002
2018,nuevo leon,cerralvo,3.0,2.784
2018,nuevo leon,cienega de flores,5.0,2.383
2018,nuevo leon,china,5.0,5.772
2018,nuevo leon,doctor arroyo,13.0,10.91
2018,nuevo leon,galeana,10.0,4.528
2018,nuevo leon,garcia,37.0,236.381
2018,nuevo leon,san pedro garza garcia,64.0,1335.891
2018,nuevo leon,general bravo,4.0,1.133
2018,nuevo leon,general escobedo,95.0,698.5730000000001
2018,nuevo leon,general zaragoza,5.0,1.882
2018,nuevo leon,general zuazua,8.0,12.789
2018,nuevo leon,guadalupe,146.0,1603.606
2018,nuevo leon,juarez,42.0,379.518
2018,nuevo leon,linares,16.0,160.26
2018,nuevo leon,montemorelos,19.0,131.424
2018,nuevo leon,monterrey,383.0,4732.693
2018,nuevo leon,pesqueria,10.0,16.762
2018,nuevo leon,sabinas hidalgo,15.0,92.447
2018,nuevo leon,salinas victoria,3.0,67.155
2018,nuevo leon,san nicolas de los garza,139.0,1566.884
2018,nuevo leon,santa catarina,55.0,1067.357
2018,nuevo leon,santiago,13.0,130.241
2018,oaxaca,acatlan de perez figueroa,13.0,7.413
2018,oaxaca,asuncion nochixtlan,19.0,28.499
2018,oaxaca,ayotzintepec,6.0,2.656
2018,oaxaca,cienega de zimatlan,4.0,2.423
2018,oaxaca,cosolapa,6.0,13.398
2018,oaxaca,cuilapam de guerrero,8.0,3.258
2018,oaxaca,chahuites,8.0,7.712
2018,oaxaca,chalcatongo de hidalgo,8.0,3.514
2018,oaxaca,el espinal,4.0,4.766
2018,oaxaca,heroica ciudad de huajuapan de leon,49.0,211.61700000000002
2018,oaxaca,huautla de jimenez,13.0,14.372
2018,oaxaca,heroica ciudad de juchitan de zaragoza,45.0,151.234
2018,oaxaca,loma bonita,14.0,47.636
2018,oaxaca,miahuatlan de porfirio diaz,40.0,61.914
2018,oaxaca,oaxaca de juarez,198.0,1548.98
2018,oaxaca,putla villa de guerrero,13.0,11.617
2018,oaxaca,la reforma,3.0,1.803
2018,oaxaca,salina cruz,20.0,66.432
2018,oaxaca,san andres huayapam,3.0,0.874
2018,oaxaca,san antonio de la cal,12.0,14.593
2018,oaxaca,san dionisio ocotepec,6.0,1.588
2018,oaxaca,san felipe usila,10.0,3.0300000000000002
2018,oaxaca,san francisco del mar,4.0,3.36
2018,oaxaca,san francisco ixhuatan,4.0,6.04
2018,oaxaca,san jacinto amilpas,7.0,4.198
2018,oaxaca,san jorge nuchita,3.0,1.582
2018,oaxaca,san jose chiltepec,4.0,1.047
2018,oaxaca,san juan bautista tuxtepec,57.0,224.73
2018,oaxaca,san juan cacahuatepec,6.0,5.464
2018,oaxaca,san lucas ojitlan,4.0,10.235
2018,oaxaca,san miguel quetzaltepec,3.0,0.404
2018,oaxaca,villa sola de vega,7.0,3.736
2018,oaxaca,san pablo huixtepec,11.0,5.588
2018,oaxaca,san pablo villa de mitla,4.0,4.679
2018,oaxaca,san pedro amuzgos,3.0,1.103
2018,oaxaca,san pedro mixtepec,53.0,113.556
2018,oaxaca,san pedro pochutla,22.0,57.778999999999996
2018,oaxaca,san pedro sochiapam,3.0,0.655
2018,oaxaca,san pedro tapanatepec,5.0,5.38
2018,oaxaca,villa de tututepec,26.0,20.317999999999998
2018,oaxaca,villa de etla,6.0,18.385
2018,oaxaca,san sebastian tecomaxtlahuaca,3.0,0.625
2018,oaxaca,santa ana zegache,3.0,0.739
2018,oaxaca,santa catarina juquila,8.0,4.9
2018,oaxaca,santa cruz amilpas,6.0,4.203
2018,oaxaca,santa cruz itundujia,3.0,0.501
2018,oaxaca,santa lucia ocotlan,3.0,0.805
2018,oaxaca,heroica ciudad de tlaxiaco,32.0,44.302
2018,oaxaca,ayoquezco de aldama,8.0,5.513
2018,oaxaca,santa maria del tule,5.0,6.036
2018,oaxaca,santa maria huatulco,37.0,94.816
2018,oaxaca,santa maria jalapa del marques,5.0,9.206
2018,oaxaca,santa maria tonameca,8.0,1.458
2018,oaxaca,santiago amoltepec,3.0,0.985
2018,oaxaca,santiago chazumba,4.0,0.913
2018,oaxaca,santiago choapam,3.0,0.473
2018,oaxaca,santiago jamiltepec,8.0,6.782
2018,oaxaca,santiago juxtlahuaca,26.0,22.141
2018,oaxaca,santiago matatlan,8.0,1.785
2018,oaxaca,santiago pinotepa nacional,24.0,124.70500000000001
2018,oaxaca,nuevo zoquiapam,3.0,0.422
2018,oaxaca,santo domingo tehuantepec,24.0,41.917
2018,oaxaca,santo domingo tonala,3.0,2.54
2018,oaxaca,santos reyes nopala,5.0,12.034
2018,oaxaca,silacayoapam,5.0,1.461
2018,oaxaca,tlacolula de matamoros,17.0,48.454
2018,oaxaca,union hidalgo,7.0,8.349
2018,oaxaca,san juan bautista valle nacional,8.0,7.683
2018,oaxaca,villa de zaachila,19.0,13.129
2018,oaxaca,zapotitlan palmas,3.0,0.855
2018,oaxaca,zimatlan de alvarez,23.0,15.94
2018,puebla,acajete,33.0,33.462
2018,puebla,acatlan,31.0,101.423
2018,puebla,ajalpan,18.0,35.474000000000004
2018,puebla,altepexi,10.0,2.716
2018,puebla,amixtlan,4.0,1.528
2018,puebla,amozoc,58.0,109.269
2018,puebla,atempan,8.0,5.604
2018,puebla,atlixco,79.0,279.954
2018,puebla,atoyatempan,10.0,10.954
2018,puebla,ayotoxco de guerrero,12.0,36.081
2018,puebla,calpan,12.0,2.851
2018,puebla,caxhuacan,3.0,0.72
2018,puebla,coatzingo,3.0,0.592
2018,puebla,coronango,21.0,9.533
2018,puebla,coxcatlan,8.0,15.61
2018,puebla,cuautlancingo,44.0,137.286
2018,puebla,cuetzalan del progreso,16.0,47.832
2018,puebla,chapulco,3.0,0.74
2018,puebla,chiautla,18.0,20.753
2018,puebla,chiconcuautla,4.0,0.577
2018,puebla,chietla,22.0,16.234
2018,puebla,chignahuapan,22.0,26.249
2018,puebla,honey,6.0,1.506
2018,puebla,chilchotla,8.0,3.938
2018,puebla,epatlan,3.0,0.608
2018,puebla,general felipe angeles,9.0,2.786
2018,puebla,guadalupe victoria,16.0,18.445
2018,puebla,huaquechula,10.0,2.692
2018,puebla,huauchinango,43.0,85.85600000000001
2018,puebla,huehuetla,8.0,8.647
2018,puebla,huehuetlan el chico,6.0,1.767
2018,puebla,huejotzingo,41.0,38.895
2018,puebla,hueyapan,6.0,11.931
2018,puebla,hueytamalco,11.0,4.362
2018,puebla,huitzilan de serdan,3.0,0.881
2018,puebla,ixtepec,5.0,1.12
2018,puebla,izucar de matamoros,52.0,162.816
2018,puebla,libres,11.0,16.877
2018,puebla,canada morelos,7.0,2.14
2018,puebla,nealtican,11.0,3.117
2018,puebla,nopalucan,12.0,8.267
2018,puebla,ocoyucan,12.0,2.792
2018,puebla,oriental,7.0,5.118
2018,puebla,pahuatlan,6.0,12.143
2018,puebla,palmar de bravo,18.0,30.764
2018,puebla,pantepec,7.0,2.854
2018,puebla,piaxtla,5.0,2.82
2018,puebla,puebla,819.0,5218.007
2018,puebla,quecholac,31.0,15.759
2018,puebla,los reyes de juarez,11.0,4.199
2018,puebla,san andres cholula,79.0,417.831
2018,puebla,san gabriel chilac,15.0,5.157
2018,puebla,san jose miahuatlan,5.0,1.568
2018,puebla,san juan atenco,4.0,0.989
2018,puebla,san martin texmelucan,116.0,253.23899999999998
2018,puebla,san matias tlalancaleca,12.0,5.963
2018,puebla,san miguel xoxtla,11.0,18.943
2018,puebla,san nicolas buenos aires,3.0,0.822
2018,puebla,san nicolas de los ranchos,12.0,4.882
2018,puebla,san pedro cholula,89.0,319.233
2018,puebla,san salvador el seco,25.0,24.843
2018,puebla,san salvador el verde,26.0,12.322
2018,puebla,san salvador huixcolotla,19.0,11.183
2018,puebla,san sebastian tlacotepec,3.0,10.32
2018,puebla,santiago miahuatlan,7.0,19.869
2018,puebla,soltepec,4.0,2.992
2018,puebla,tecamachalco,39.0,180.87699999999998
2018,puebla,tecomatlan,6.0,17.711
2018,puebla,tehuacan,124.0,532.495
2018,puebla,tehuitzingo,5.0,4.179
2018,puebla,tenampulco,3.0,1.822
2018,puebla,tepanco de lopez,3.0,0.959
2018,puebla,tepatlaxco de hidalgo,11.0,4.265
2018,puebla,tepeaca,45.0,762.3340000000001
2018,puebla,tepexco,5.0,1.403
2018,puebla,tepexi de rodriguez,6.0,11.508
2018,puebla,tepeyahualco,9.0,2.835
2018,puebla,tetela de ocampo,11.0,28.653
2018,puebla,teziutlan,53.0,221.178
2018,puebla,tlacotepec de benito juarez,21.0,26.414
2018,puebla,tlacuilotepec,5.0,1.116
2018,puebla,tlahuapan,18.0,5.697
2018,puebla,tlaltenango,9.0,1.265
2018,puebla,tlaola,10.0,12.783
2018,puebla,tlapanala,4.0,0.541
2018,puebla,tlatlauquitepec,27.0,41.653
2018,puebla,tlaxco,4.0,1.237
2018,puebla,tochtepec,17.0,6.407
2018,puebla,tulcingo,15.0,28.557
2018,puebla,venustiano carranza,21.0,16.272000000000002
2018,puebla,vicente guerrero,6.0,11.719
2018,puebla,xicotepec,50.0,61.858999999999995
2018,puebla,xiutetelco,18.0,11.016
2018,puebla,xochitlan todos santos,3.0,0.688
2018,puebla,yehualtepec,17.0,5.197
2018,puebla,zacapala,3.0,16.362
2018,puebla,zacatlan,38.0,78.30499999999999
2018,puebla,zapotitlan de mendez,5.0,10.847
2018,puebla,zinacatepec,16.0,10.511
2018,puebla,zongozotla,3.0,0.627
2018,puebla,zoquiapan,3.0,0.787
2018,queretaro,amealco de bonfil,12.0,5.492
2018,queretaro,cadereyta de montes,25.0,68.024
2018,queretaro,colon,11.0,6.669
2018,queretaro,corregidora,84.0,713.05
2018,queretaro,ezequiel montes,23.0,91.85300000000001
2018,queretaro,huimilpan,6.0,6.465
2018,queretaro,jalpan de serra,21.0,40.692
2018,queretaro,el marques,50.0,126.668
2018,queretaro,pedro escobedo,39.0,98.506
2018,queretaro,queretaro,540.0,3677.187
2018,queretaro,san joaquin,5.0,2.871
2018,queretaro,san juan del rio,152.0,568.146
2018,queretaro,tequisquiapan,32.0,71.588
2018,queretaro,toliman,8.0,8.135
2018,quintana roo,cozumel,73.0,268.712
2018,quintana roo,felipe carrillo puerto,21.0,77.731
2018,quintana roo,isla mujeres,4.0,22.774
2018,quintana roo,othon p. blanco,96.0,486.699
2018,quintana roo,benito juarez,286.0,1976.1009999999999
2018,quintana roo,jose maria morelos,6.0,28.404
2018,quintana roo,solidaridad,162.0,773.615
2018,quintana roo,tulum,17.0,83.993
2018,quintana roo,bacalar,8.0,7.381
2018,quintana roo,puerto morelos,9.0,10.138
2018,san luis potosi,ahualulco,8.0,13.051
2018,san luis potosi,aquismon,3.0,11.919
2018,san luis potosi,cardenas,10.0,22.282
2018,san luis potosi,ciudad del maiz,11.0,18.3
2018,san luis potosi,ciudad fernandez,15.0,25.782
2018,san luis potosi,tancanhuitz,6.0,9.133
2018,san luis potosi,ciudad valles,48.0,399.286
2018,san luis potosi,charcas,6.0,8.878
2018,san luis potosi,matehuala,25.0,159.768
2018,san luis potosi,mexquitic de carmona,5.0,1.157
2018,san luis potosi,moctezuma,5.0,7.609
2018,san luis potosi,rayon,8.0,12.545
2018,san luis potosi,rioverde,37.0,123.732
2018,san luis potosi,salinas,11.0,17.605
2018,san luis potosi,san luis potosi,290.0,2571.264
2018,san luis potosi,san vicente tancuayalab,7.0,5.511
2018,san luis potosi,soledad de graciano sanchez,80.0,472.817
2018,san luis potosi,tamasopo,7.0,8.648
2018,san luis potosi,tamazunchale,24.0,70.085
2018,san luis potosi,tamuin,7.0,15.843
2018,san luis potosi,tierra nueva,3.0,1.608
2018,san luis potosi,venado,10.0,15.95
2018,san luis potosi,villa de arriaga,7.0,11.406
2018,san luis potosi,villa de ramos,21.0,7.83
2018,san luis potosi,villa de reyes,18.0,28.712
2018,san luis potosi,villa hidalgo,5.0,3.036
2018,san luis potosi,villa juarez,3.0,2.405
2018,san luis potosi,axtla de terrazas,7.0,19.68
2018,san luis potosi,xilitla,6.0,24.152
2018,san luis potosi,villa de arista,8.0,13.001
2018,san luis potosi,matlapa,6.0,13.776
2018,sinaloa,ahome,170.0,933.425
2018,sinaloa,angostura,14.0,17.064
2018,sinaloa,badiraguato,6.0,7.303
2018,sinaloa,concordia,12.0,22.681
2018,sinaloa,cosala,10.0,17.811
2018,sinaloa,culiacan,466.0,2761.816
2018,sinaloa,elota,11.0,49.682
2018,sinaloa,escuinapa,30.0,47.182
2018,sinaloa,el fuerte,30.0,74.283
2018,sinaloa,guasave,130.0,450.25100000000003
2018,sinaloa,mazatlan,255.0,1447.725
2018,sinaloa,rosario,22.0,63.394999999999996
2018,sinaloa,salvador alvarado,46.0,177.897
2018,sinaloa,san ignacio,7.0,3.408
2018,sinaloa,sinaloa,19.0,13.502
2018,sinaloa,navolato,48.0,111.877
2018,sonora,aconchi,4.0,2.372
2018,sonora,agua prieta,30.0,124.457
2018,sonora,arizpe,3.0,0.991
2018,sonora,bacum,7.0,3.153
2018,sonora,caborca,37.0,114.82900000000001
2018,sonora,cajeme,166.0,855.4490000000001
2018,sonora,cananea,16.0,84.088
2018,sonora,empalme,7.0,11.333
2018,sonora,etchojoa,14.0,9.817
2018,sonora,fronteras,3.0,1.611
2018,sonora,guaymas,36.0,255.487
2018,sonora,hermosillo,372.0,1756.7359999999999
2018,sonora,huatabampo,17.0,70.875
2018,sonora,magdalena,11.0,61.069
2018,sonora,navojoa,48.0,244.027
2018,sonora,nogales,105.0,472.966
2018,sonora,puerto penasco,77.0,118.471
2018,sonora,sahuaripa,5.0,1.243
2018,sonora,san luis rio colorado,109.0,430.21799999999996
2018,sonora,santa ana,8.0,9.334
2018,sonora,general plutarco elias calles,5.0,6.046
2018,sonora,benito juarez,4.0,7.531
2018,sonora,san ignacio rio muerto,5.0,3.014
2018,tabasco,balancan,16.0,35.43
2018,tabasco,cardenas,109.0,440.082
2018,tabasco,centro,262.0,1795.518
2018,tabasco,comalcalco,88.0,400.959
2018,tabasco,cunduacan,32.0,136.381
2018,tabasco,emiliano zapata,14.0,59.212
2018,tabasco,huimanguillo,39.0,160.14000000000001
2018,tabasco,jalpa de mendez,14.0,59.025
2018,tabasco,jonuta,3.0,21.181
2018,tabasco,macuspana,57.0,158.12400000000002
2018,tabasco,nacajuca,24.0,108.168
2018,tabasco,paraiso,27.0,133.559
2018,tabasco,tacotalpa,9.0,26.722
2018,tamaulipas,abasolo,4.0,11.868
2018,tamaulipas,altamira,66.0,378.74199999999996
2018,tamaulipas,camargo,12.0,19.969
2018,tamaulipas,ciudad madero,81.0,689.02
2018,tamaulipas,gonzalez,17.0,25.795
2018,tamaulipas,hidalgo,3.0,2.199
2018,tamaulipas,llera,4.0,1.306
2018,tamaulipas,el mante,45.0,258.968
2018,tamaulipas,matamoros,198.0,1199.211
2018,tamaulipas,miguel aleman,14.0,169.02100000000002
2018,tamaulipas,nuevo laredo,129.0,1399.633
2018,tamaulipas,ocampo,5.0,4.955
2018,tamaulipas,padilla,7.0,2.109
2018,tamaulipas,reynosa,265.0,1995.7050000000002
2018,tamaulipas,rio bravo,100.0,426.015
2018,tamaulipas,san fernando,14.0,86.053
2018,tamaulipas,soto la marina,3.0,11.292
2018,tamaulipas,tampico,134.0,1044.277
2018,tamaulipas,tula,9.0,10.758
2018,tamaulipas,valle hermoso,25.0,324.416
2018,tamaulipas,victoria,100.0,920.138
2018,tamaulipas,xicotencatl,5.0,14.104
2018,tlaxcala,apetatitlan de antonio carvajal,8.0,2.902
2018,tlaxcala,apizaco,50.0,291.626
2018,tlaxcala,el carmen tequexquitla,13.0,7.35
2018,tlaxcala,cuapiaxtla,7.0,2.179
2018,tlaxcala,chiautempan,78.0,167.183
2018,tlaxcala,espanita,3.0,0.853
2018,tlaxcala,ixtacuixtla de mariano matamoros,22.0,5.232
2018,tlaxcala,contla de juan cuamatzi,15.0,8.599
2018,tlaxcala,tepetitla de lardizabal,8.0,7.706
2018,tlaxcala,sanctorum de lazaro cardenas,8.0,3.015
2018,tlaxcala,nanacamilpa de mariano arista,8.0,5.937
2018,tlaxcala,nativitas,15.0,8.642
2018,tlaxcala,panotla,8.0,2.542
2018,tlaxcala,san pablo del monte,35.0,39.365
2018,tlaxcala,teolocholco,11.0,16.327
2018,tlaxcala,tetla de la solidaridad,6.0,2.06
2018,tlaxcala,tlaxcala,73.0,362.601
2018,tlaxcala,tlaxco,11.0,12.93
2018,tlaxcala,tocatlan,3.0,0.759
2018,tlaxcala,totolac,4.0,2.208
2018,tlaxcala,tzompantepec,5.0,1.465
2018,tlaxcala,xaloztoc,6.0,3.325
2018,tlaxcala,xaltocan,4.0,0.594
2018,tlaxcala,papalotla de xicohtencatl,22.0,14.56
2018,tlaxcala,xicohtzinco,11.0,9.671
2018,tlaxcala,yauhquemehcan,8.0,4.261
2018,tlaxcala,zacatelco,34.0,84.59700000000001
2018,tlaxcala,lazaro cardenas,4.0,0.836
2018,tlaxcala,la magdalena tlaltelulco,5.0,1.335
2018,tlaxcala,san damian texoloc,5.0,0.887
2018,tlaxcala,san francisco tetlanohcan,8.0,4.265
2018,tlaxcala,san jeronimo zacualpan,4.0,0.679
2018,tlaxcala,san juan huactzinco,3.0,1.081
2018,tlaxcala,san lucas tecopilco,3.0,0.888
2018,tlaxcala,santa apolonia teacalco,7.0,1.61
2018,tlaxcala,santa catarina ayometla,7.0,1.964
2018,tlaxcala,santa isabel xiloxoxtla,3.0,1.504
2018,veracruz de ignacio de la llave,acatlan,4.0,0.845
2018,veracruz de ignacio de la llave,acayucan,37.0,264.985
2018,veracruz de ignacio de la llave,actopan,12.0,8.109
2018,veracruz de ignacio de la llave,acultzingo,4.0,1.68
2018,veracruz de ignacio de la llave,alpatlahuac,5.0,1.286
2018,veracruz de ignacio de la llave,alto lucero de gutierrez barrios,16.0,12.677
2018,veracruz de ignacio de la llave,altotonga,40.0,46.104
2018,veracruz de ignacio de la llave,alvarado,17.0,115.99100000000001
2018,veracruz de ignacio de la llave,amatlan de los reyes,9.0,14.031
2018,veracruz de ignacio de la llave,angel r. cabada,14.0,66.505
2018,veracruz de ignacio de la llave,la antigua,20.0,122.458
2018,veracruz de ignacio de la llave,apazapan,3.0,0.962
2018,veracruz de ignacio de la llave,atoyac,13.0,3.506
2018,veracruz de ignacio de la llave,banderilla,10.0,7.814
2018,veracruz de ignacio de la llave,boca del rio,73.0,654.4200000000001
2018,veracruz de ignacio de la llave,camerino z. mendoza,22.0,118.244
2018,veracruz de ignacio de la llave,catemaco,21.0,58.679
2018,veracruz de ignacio de la llave,cazones de herrera,5.0,6.387
2018,veracruz de ignacio de la llave,cerro azul,12.0,15.189
2018,veracruz de ignacio de la llave,coacoatzintla,7.0,15.004
2018,veracruz de ignacio de la llave,coatepec,32.0,160.49099999999999
2018,veracruz de ignacio de la llave,coatzacoalcos,124.0,721.13
2018,veracruz de ignacio de la llave,coatzintla,6.0,26.781
2018,veracruz de ignacio de la llave,colipa,4.0,1.248
2018,veracruz de ignacio de la llave,comapa,5.0,2.424
2018,veracruz de ignacio de la llave,cordoba,82.0,669.8040000000001
2018,veracruz de ignacio de la llave,cosamaloapan de carpio,29.0,99.262
2018,veracruz de ignacio de la llave,cosautlan de carvajal,6.0,2.582
2018,veracruz de ignacio de la llave,coscomatepec,21.0,36.934
2018,veracruz de ignacio de la llave,cosoleacaque,38.0,133.054
2018,veracruz de ignacio de la llave,cotaxtla,7.0,8.823
2018,veracruz de ignacio de la llave,coyutla,13.0,10.81
2018,veracruz de ignacio de la llave,cuitlahuac,14.0,67.855
2018,veracruz de ignacio de la llave,chalma,4.0,1.586
2018,veracruz de ignacio de la llave,chiconquiaco,3.0,0.952
2018,veracruz de ignacio de la llave,chicontepec,7.0,15.916
2018,veracruz de ignacio de la llave,chinameca,5.0,5.954
2018,veracruz de ignacio de la llave,chinampa de gorostiza,3.0,1.746
2018,veracruz de ignacio de la llave,chocaman,10.0,7.281
2018,veracruz de ignacio de la llave,emiliano zapata,35.0,91.771
2018,veracruz de ignacio de la llave,espinal,17.0,4.063
2018,veracruz de ignacio de la llave,filomeno mata,13.0,4.6370000000000005
2018,veracruz de ignacio de la llave,gutierrez zamora,18.0,12.47
2018,veracruz de ignacio de la llave,hidalgotitlan,8.0,2.894
2018,veracruz de ignacio de la llave,hueyapan de ocampo,8.0,4.449
2018,veracruz de ignacio de la llave,ignacio de la llave,6.0,3.196
2018,veracruz de ignacio de la llave,isla,20.0,66.907
2018,veracruz de ignacio de la llave,ixcatepec,10.0,4.725
2018,veracruz de ignacio de la llave,ixhuatlan del cafe,6.0,4.665
2018,veracruz de ignacio de la llave,ixhuatlancillo,4.0,1.029
2018,veracruz de ignacio de la llave,ixhuatlan del sureste,8.0,13.206
2018,veracruz de ignacio de la llave,ixhuatlan de madero,17.0,11.204
2018,veracruz de ignacio de la llave,ixtaczoquitlan,24.0,12.373
2018,veracruz de ignacio de la llave,jalacingo,9.0,8.585
2018,veracruz de ignacio de la llave,xalapa,245.0,1428.67
2018,veracruz de ignacio de la llave,jalcomulco,3.0,0.907
2018,veracruz de ignacio de la llave,jesus carranza,10.0,7.58
2018,veracruz de ignacio de la llave,xico,14.0,9.313
2018,veracruz de ignacio de la llave,juan rodriguez clara,21.0,24.911
2018,veracruz de ignacio de la llave,lerdo de tejada,6.0,17.828
2018,veracruz de ignacio de la llave,martinez de la torre,82.0,309.376
2018,veracruz de ignacio de la llave,mecatlan,5.0,1.377
2018,veracruz de ignacio de la llave,medellin de bravo,17.0,77.35
2018,veracruz de ignacio de la llave,minatitlan,75.0,420.269
2018,veracruz de ignacio de la llave,naolinco,16.0,8.394
2018,veracruz de ignacio de la llave,nogales,7.0,6.285
2018,veracruz de ignacio de la llave,oluta,6.0,11.549
2018,veracruz de ignacio de la llave,orizaba,84.0,465.28700000000003
2018,veracruz de ignacio de la llave,oteapan,3.0,8.317
2018,veracruz de ignacio de la llave,panuco,30.0,109.61500000000001
2018,veracruz de ignacio de la llave,papantla,56.0,105.49600000000001
2018,veracruz de ignacio de la llave,paso del macho,14.0,21.51
2018,veracruz de ignacio de la llave,perote,38.0,133.315
2018,veracruz de ignacio de la llave,platon sanchez,11.0,15.114
2018,veracruz de ignacio de la llave,playa vicente,26.0,37.914
2018,veracruz de ignacio de la llave,poza rica de hidalgo,114.0,1004.597
2018,veracruz de ignacio de la llave,las vigas de ramirez,8.0,15.189
2018,veracruz de ignacio de la llave,pueblo viejo,13.0,7.738
2018,veracruz de ignacio de la llave,rafael delgado,7.0,1.775
2018,veracruz de ignacio de la llave,rafael lucio,3.0,1.494
2018,veracruz de ignacio de la llave,san andres tuxtla,56.0,155.422
2018,veracruz de ignacio de la llave,san juan evangelista,10.0,3.202
2018,veracruz de ignacio de la llave,santiago tuxtla,19.0,26.966
2018,veracruz de ignacio de la llave,sayula de aleman,7.0,16.624
2018,veracruz de ignacio de la llave,soteapan,5.0,1.062
2018,veracruz de ignacio de la llave,tamalin,6.0,3.047
2018,veracruz de ignacio de la llave,tamiahua,4.0,7.386
2018,veracruz de ignacio de la llave,tantoyuca,20.0,21.984
2018,veracruz de ignacio de la llave,tehuipango,8.0,3.951
2018,veracruz de ignacio de la llave,alamo temapache,37.0,111.083
2018,veracruz de ignacio de la llave,tempoal,15.0,44.856
2018,veracruz de ignacio de la llave,tepetlan,3.0,0.484
2018,veracruz de ignacio de la llave,tepetzintla,8.0,1.378
2018,veracruz de ignacio de la llave,jose azueta,6.0,6.655
2018,veracruz de ignacio de la llave,texistepec,3.0,1.486
2018,veracruz de ignacio de la llave,tierra blanca,48.0,145.734
2018,veracruz de ignacio de la llave,tihuatlan,17.0,39.097
2018,veracruz de ignacio de la llave,tlacotalpan,5.0,3.308
2018,veracruz de ignacio de la llave,tlalixcoyan,11.0,19.918
2018,veracruz de ignacio de la llave,tlapacoyan,20.0,65.94
2018,veracruz de ignacio de la llave,tuxpan,74.0,283.525
2018,veracruz de ignacio de la llave,ursulo galvan,10.0,12.214
2018,veracruz de ignacio de la llave,vega de alatorre,15.0,9.975
2018,veracruz de ignacio de la llave,veracruz,212.0,1895.0720000000001
2018,veracruz de ignacio de la llave,villa aldama,4.0,0.463
2018,veracruz de ignacio de la llave,yecuatla,5.0,1.004
2018,veracruz de ignacio de la llave,zaragoza,6.0,5.599
2018,veracruz de ignacio de la llave,agua dulce,12.0,57.426
2018,veracruz de ignacio de la llave,tres valles,25.0,30.973000000000003
2018,veracruz de ignacio de la llave,carlos a. carrillo,3.0,7.83
2018,veracruz de ignacio de la llave,san rafael,16.0,11.0
2018,yucatan,akil,8.0,22.762
2018,yucatan,celestun,5.0,5.103
2018,yucatan,espita,3.0,6.927
2018,yucatan,hunucma,6.0,29.811
2018,yucatan,izamal,11.0,20.945
