Año Censal,Entidad,Municipio,UE Unidades económicas,A131A Valor agregado censal bruto (millones de pesos),Q000A Acervo total de activos fijos (millones de pesos),M000A Total de ingresos por suministro de bienes y servicios (millones de pesos),A121A Consumo intermedio (millones de pesos),A700A Total de gastos (millones de pesos),Q000B Depreciación total de activos fijos (millones de pesos),K810A Gastos por publicidad (millones de pesos),P000A Total de inventario inicial (millones de pesos),P000B Total de inventario final (millones de pesos),P000C Variación total de existencias (millones de pesos),K412A Gasto por consumo de energía eléctrica (millones de pesos),"J203A Total de sueldos al personal administrativo, contable y de dirección (millones de pesos)",Q000C Compras totales de activos fijos (millones de pesos),Q000D Ventas totales de activos fijos (millones de pesos),P030B Total de inventario final de productos en proceso (millones de pesos),A534A Tasa de rentabilidad promedio (Porcentaje),A231A Margen bruto de operación (Porcentaje),A436A Ingresos por suministro de bienes y servicios por persona ocupada (Pesos),A171A Remuneración media por persona ocupada remunerada (Pesos),J000A Total de remuneraciones (millones de pesos),A221A Formación bruta de capital fijo (millones de pesos)
2003,chiapas,tapachula,66,50.756,6.706999999999999,296.395,11.466,248.688,0.733,1.024,10.867,13.827,2.96,1.282,1.8920000000000001,0.129,0.0,0.0,20.753,18.567999999999998,1065653.624,75056.647,12.417000000000002,0.129
2003,chiapas,tapilula,7,0.898,0.306,2.799,0.063,1.925,0.023,0.0,0.096,0.116,0.02,0.011,0.0,0.0,0.0,0.0,43.318,30.225,215307.692,17000.0,0.034,0.0
2003,chiapas,tecpatan,12,1.407,0.489,4.118,0.319,2.757,0.04,0.009,0.172,0.222,0.05,0.049,0.0,0.007,0.0,0.0,38.513,27.805,164720.0,18083.333,0.217,0.007
2003,chiapas,tenejapa,3,0.023,0.012,0.078,0.005,0.062,0.001,0.0,0.003,0.01,0.007,0.001,0.0,0.0,0.0,0.0,25.806,20.513,13000.0,0.0,0.0,0.0
2003,chiapas,teopisca,14,2.641,0.416,4.709,0.073,2.09,0.04,0.0,0.094,0.116,0.022,0.018,0.0,0.0,0.0,0.0,112.117,52.856,196208.333,21666.667,0.13,0.0
2003,chiapas,tila,8,0.384,0.359,4.714,0.055,4.424,0.063,0.017,0.001,0.093,0.092,0.005,0.0,0.006,0.0,0.0,5.153,4.9,314266.667,15250.0,0.061,0.006
2003,chiapas,tonala,41,13.891,3.474,70.876,3.2409999999999997,58.025999999999996,0.304,0.21499999999999997,3.9720000000000004,4.786,0.8140000000000001,0.385,0.441,0.10600000000000001,0.0,0.0,27.012,22.94,988501.254,50629.208,2.341,0.10600000000000001
2003,chiapas,totolapa,4,0.181,0.218,0.441,0.008,0.265,0.013,0.0,0.003,0.008,0.005,0.002,0.0,0.0,0.0,0.0,52.595,34.467,88200.0,12000.0,0.024,0.0
2003,chiapas,la trinitaria,7,0.406,0.056,0.808,0.016,0.412,0.003,0.0,0.003,0.013,0.01,0.004,0.0,0.026,0.0,0.0,96.117,49.01,101000.0,0.0,0.0,0.026
2003,chiapas,tuxtla gutierrez,152,145.621,30.060000000000002,711.417,29.465000000000003,572.982,3.3,3.843,29.362,35.817,6.455,2.991,7.33,0.47000000000000003,0.045,0.0,28.875,25.133000000000003,1133176.381,91881.62299999999,38.94,0.425
2003,chiapas,tuxtla chico,8,1.106,0.419,3.025,0.098,1.991,0.038,0.0,0.047,0.119,0.072,0.018,0.0,0.0,0.0,0.0,39.144,28.132,151250.0,30500.0,0.183,0.0
2003,chiapas,venustiano carranza,23,2.355,1.268,8.324,0.125,6.317,0.039,0.013,0.395,0.715,0.32,0.0,0.0,0.01,0.0,0.0,27.669,21.672,166480.0,12157.895,0.231,0.01
2003,chiapas,villa corzo,41,3.387,2.378,10.475,0.544,7.4510000000000005,0.23500000000000001,0.013000000000000001,0.312,0.5860000000000001,0.274,0.057,0.0,0.885,0.0,0.0,59.894,45.903,291602.74,37975.0,0.444,0.885
2003,chiapas,villaflores,42,22.189999999999998,4.526,66.352,2.667,44.683,0.476,0.078,2.681,3.141,0.46,0.295,0.233,0.115,0.0,0.0,88.584,61.372,1149944.125,43977.273,1.572,0.115
